framework,task,run,step,val_acc,wall_time_s
pjax,CIFAR10_1L,3,4000,0.4123597741127014,1929.590770483017
pjax,CIFAR10_1L,3,4200,0.3884214758872986,1951.166275024414
pjax,CIFAR10_1L,3,4400,0.39963942766189575,1972.741322517395
pjax,CIFAR10_1L,3,4600,0.4043469727039337,1994.3186111450195
pjax,CIFAR10_1L,3,4800,0.4151642620563507,2015.896223783493
pjax,CIFAR10_1L,3,5000,0.4151642620563507,2036.4504590034485
pjax,CIFAR10_1L,1,0,0.09455128014087677,0.3771219253540039
pjax,CIFAR10_1L,1,200,0.31500402092933655,22.319000720977783
pjax,CIFAR10_1L,1,400,0.3296273946762085,44.23967456817627
pjax,CIFAR10_1L,1,600,0.34945914149284363,66.16286563873291
pjax,CIFAR10_1L,1,800,0.3441506326198578,88.08338403701782
pjax,CIFAR10_1L,1,1000,0.37289664149284363,110.00069546699524
pjax,CIFAR10_1L,1,1200,0.3717948794364929,131.92273569107056
pjax,CIFAR10_1L,1,1400,0.35837340354919434,153.84221959114075
pjax,CIFAR10_1L,1,1600,0.3717948794364929,175.76380372047424
pjax,CIFAR10_1L,1,1800,0.3820112347602844,197.6829388141632
pjax,CIFAR10_1L,1,2000,0.3869190812110901,219.6044900417328
pjax,CIFAR10_1L,1,2200,0.3854166865348816,241.52467966079712
pjax,CIFAR10_1L,1,2400,0.3904246985912323,263.4428436756134
pjax,CIFAR10_1L,1,2600,0.38271233439445496,285.36062121391296
pjax,CIFAR10_1L,1,2800,0.37790465354919434,307.2803602218628
pjax,CIFAR10_1L,1,3000,0.3861177861690521,329.2003524303436
pjax,CIFAR10_1L,1,3200,0.3795072138309479,351.1210539340973
pjax,CIFAR10_1L,1,3400,0.3832131326198578,373.03988552093506
pjax,CIFAR10_1L,1,3600,0.39633414149284363,394.95936608314514
pjax,CIFAR10_1L,1,3800,0.39613381028175354,416.88034176826477
pjax,CIFAR10_1L,1,4000,0.3934294879436493,438.81538343429565
pjax,CIFAR10_1L,1,4200,0.395432710647583,460.73624753952026
pjax,CIFAR10_1L,1,4400,0.40004006028175354,482.6582098007202
pjax,CIFAR10_1L,1,4600,0.40244391560554504,504.5781354904175
pjax,CIFAR10_1L,1,4800,0.41286057233810425,526.4996209144592
pjax,CIFAR10_1L,1,5000,0.41286057233810425,547.396897315979
pjax,CIFAR10_1L,2,0,0.09054487198591232,0.3294804096221924
pjax,CIFAR10_1L,2,200,0.3210136294364929,22.267817735671997
pjax,CIFAR10_1L,2,400,0.35106170177459717,44.18773293495178
pjax,CIFAR10_1L,2,600,0.33984375,66.11182260513306
pjax,CIFAR10_1L,2,800,0.3350360691547394,88.0327959060669
pjax,CIFAR10_1L,2,1000,0.3441506326198578,109.95457696914673
pjax,CIFAR10_1L,2,1200,0.3654847741127014,131.90922570228577
pjax,CIFAR10_1L,2,1400,0.36818909645080566,153.85105681419373
pjax,CIFAR10_1L,2,1600,0.37079328298568726,175.77048182487488
pjax,CIFAR10_1L,2,1800,0.38231170177459717,197.68970441818237
pjax,CIFAR10_1L,2,2000,0.36768829822540283,219.6349458694458
pjax,CIFAR10_1L,2,2200,0.39222756028175354,241.5795066356659
pjax,CIFAR10_1L,2,2400,0.3999398946762085,263.4994776248932
pjax,CIFAR10_1L,2,2600,0.39703527092933655,286.9291818141937
pjax,CIFAR10_1L,2,2800,0.37920674681663513,313.9464318752289
pjax,CIFAR10_1L,2,3000,0.39643430709838867,340.94619965553284
pjax,CIFAR10_1L,2,3200,0.4069511294364929,367.7741117477417
pjax,CIFAR10_1L,2,3400,0.39743590354919434,394.76729440689087
pjax,CIFAR10_1L,2,3600,0.4077523946762085,421.6105966567993
pjax,CIFAR10_1L,2,3800,0.40765225887298584,448.5674936771393
pjax,CIFAR10_1L,2,4000,0.40444710850715637,475.19998049736023
pjax,CIFAR10_1L,2,4200,0.3937299847602844,501.8967475891113
pjax,CIFAR10_1L,2,4400,0.3865184485912323,528.4782972335815
pjax,CIFAR10_1L,2,4600,0.40484777092933655,555.2004532814026
pjax,CIFAR10_1L,2,4800,0.4094551205635071,581.8043036460876
pjax,CIFAR10_1L,2,5000,0.4094551205635071,607.3235065937042
pjax,CIFAR10_1L,3,0,0.09955929964780807,0.3540225028991699
pjax,CIFAR10_1L,3,200,0.31260016560554504,22.625592470169067
pjax,CIFAR10_1L,3,400,0.3390424847602844,44.54448747634888
pjax,CIFAR10_1L,3,600,0.35336539149284363,66.47129940986633
pjax,CIFAR10_1L,3,800,0.36167868971824646,88.39574456214905
pjax,CIFAR10_1L,3,1000,0.3560697138309479,110.32129240036011
pjax,CIFAR10_1L,3,1200,0.3695913553237915,132.24245882034302
pjax,CIFAR10_1L,3,1400,0.3584735691547394,154.16651678085327
pjax,CIFAR10_1L,3,1600,0.3730969727039337,176.08737063407898
pjax,CIFAR10_1L,3,1800,0.38161057233810425,198.00969219207764
pjax,CIFAR10_1L,3,2000,0.3828125,219.93182110786438
pjax,CIFAR10_1L,3,2200,0.38441506028175354,241.85411310195923
pjax,CIFAR10_1L,3,2400,0.38681891560554504,263.7984127998352
pjax,CIFAR10_1L,3,2600,0.3774038553237915,285.720098733902
pjax,CIFAR10_1L,3,2800,0.3910256326198578,307.6435236930847
pjax,CIFAR10_1L,3,3000,0.3730969727039337,329.5656998157501
pjax,CIFAR10_1L,3,3200,0.39663460850715637,351.52405881881714
pjax,CIFAR10_1L,3,3400,0.3984375,373.48082208633423
pjax,CIFAR10_1L,3,3600,0.3949318826198578,395.4138152599335
pjax,CIFAR10_1L,3,3800,0.4068509638309479,417.37215185165405
pjax,CIFAR10_1L,3,4000,0.3975360691547394,444.2266502380371
pjax,CIFAR10_1L,3,4200,0.39272835850715637,471.2909691333771
pjax,CIFAR10_1L,3,4400,0.391526460647583,498.17884945869446
pjax,CIFAR10_1L,3,4600,0.40054085850715637,525.2209689617157
pjax,CIFAR10_1L,3,4800,0.39963942766189575,552.1205432415009
pjax,CIFAR10_1L,3,5000,0.4068509638309479,577.8535974025726
