lam,depth,seed,step,hidden_idx,delta_local,g_trace
0.3,2,0,200,0,0.00042665607179515064,0.22473770088927358
0.3,2,0,210,1,0.016948629170656204,0.3083820915040217
0.3,2,0,210,0,0.0003708787844516337,0.2274320214815019
0.3,2,0,220,1,0.015605553984642029,0.3504172134174868
0.3,2,0,220,0,0.0004074936150573194,0.2342831224414205
0.3,2,0,230,1,0.014965878799557686,0.3128910255223059
0.3,2,0,230,0,0.0004377597360871732,0.22061466166644728
0.3,2,0,240,1,0.012326792813837528,0.33936531064141456
0.3,2,0,240,0,0.0004013963043689728,0.22532834950577735
0.3,2,0,250,1,0.012933352030813694,0.3429867553445742
0.3,2,0,250,0,0.0004212721833027899,0.23489944402248272
0.3,2,0,260,1,0.014861682429909706,0.32595516202640723
0.3,2,0,260,0,0.0004277261905372143,0.22452377266843532
0.3,2,0,270,1,0.013441978022456169,0.3465769958238262
0.3,2,0,270,0,0.00042649003444239497,0.235559501095628
0.3,2,0,280,1,0.013506230898201466,0.3216109466314614
0.3,2,0,280,0,0.0004231615166645497,0.22149597115625624
0.3,2,0,290,1,0.013827955350279808,0.3391707610838705
0.3,2,0,290,0,0.0003819162957370281,0.233796424253556
0.3,2,0,300,1,0.014756925404071808,0.3214308547755816
0.3,2,0,300,0,0.0003749878378584981,0.23353824553199629
0.3,2,0,310,1,0.013031034730374813,0.3239240646113726
0.3,2,0,310,0,0.00041402067290619016,0.21965978569381256
0.3,2,0,320,1,0.013259261846542358,0.34717334744696104
0.3,2,0,320,0,0.00037278319359757006,0.23503110822572448
0.3,2,0,330,1,0.01301016565412283,0.3374557494857809
0.3,2,0,330,0,0.00044135231291875243,0.22749034830047862
0.3,2,0,340,1,0.013218083418905735,0.3273466491451568
0.3,2,0,340,0,0.00045604657498188317,0.22619220684044092
0.3,2,0,350,1,0.01256099995225668,0.33305068967075097
0.3,2,0,350,0,0.00036896506207995117,0.2324641030686868
0.3,2,0,360,1,0.0156719908118248,0.31816215513106594
0.3,2,0,360,0,0.0003882369783241302,0.2247652048043626
0.3,2,0,370,1,0.011008799076080322,0.3414915847468121
0.3,2,0,370,0,0.00038129667518660426,0.23943136152415984
0.3,2,0,380,1,0.011344189755618572,0.32698635098435946
0.3,2,0,380,0,0.0004017325700260699,0.21859697287505392
0.3,2,0,390,1,0.010428931564092636,0.3560153197900815
0.3,2,0,390,0,0.0003913689579349011,0.23606128632310142
0.3,2,0,400,1,0.012901867739856243,0.3199174880733483
0.3,2,0,400,0,0.00033437475212849677,0.22659988335552075
0.3,2,0,410,1,0.012541444040834904,0.3275701522565958
0.3,2,0,410,0,0.00038558419328182936,0.2316684335422419
0.3,2,0,420,1,0.010094369761645794,0.3264678573284982
0.3,2,0,420,0,0.0004095054464414716,0.22467826788395961
0.3,2,0,430,1,0.010247115045785904,0.3522693252219703
0.3,2,0,430,0,0.0003606957325246185,0.23481061870325443
0.3,2,0,440,1,0.010611378587782383,0.32634109493994923
0.3,2,0,440,0,0.0003491447714623064,0.22803886348260666
0.3,2,0,450,1,0.01003205869346857,0.3384766387602058
0.3,2,0,450,0,0.00034642755053937435,0.22997257166281984
0.3,2,0,460,1,0.009395444765686989,0.35710090633406244
0.3,2,0,460,0,0.00033919402630999684,0.23791929174852583
0.3,2,0,470,1,0.010187908075749874,0.3199792670889536
0.3,2,0,470,0,0.00041892536683008075,0.21567043252961532
0.3,2,0,480,1,0.010698340833187103,0.3506070708900795
0.3,2,0,480,0,0.00033505927422083914,0.23340824057535492
0.3,2,0,490,1,0.009416094049811363,0.33758659359207766
0.3,2,0,490,0,0.00038342358311638236,0.22615859926367554
0.3,2,0,500,1,0.008587945252656937,0.3573997497142429
0.3,2,0,500,0,0.00030806034919805825,0.23550434036101361
0.3,2,0,510,1,0.007970635779201984,0.343743858294276
0.3,2,0,510,0,0.0003428795898798853,0.23101861886359334
0.3,2,0,520,1,0.009715886786580086,0.3280022811552054
0.3,2,0,520,0,0.0003547349479049444,0.22722440655549792
0.3,2,0,530,1,0.007570464164018631,0.394788207955664
0.3,2,0,530,0,0.0003968671371694654,0.24685758528496674
0.3,2,0,540,1,0.007417343556880951,0.36580795283154144
0.3,2,0,540,0,0.000381392048439011,0.23209482132138506
0.3,2,0,550,1,0.009088863618671894,0.3571043777072917
0.3,2,0,550,0,0.0004717123229056597,0.22754732083719428
0.3,2,0,560,1,0.007155636791139841,0.3569852447010879
0.3,2,0,560,0,0.00040177255868911743,0.222709311884648
0.3,2,0,570,1,0.007959261536598206,0.36180160517915266
0.3,2,0,570,0,0.0003292944165877998,0.23834358142951947
0.3,2,0,580,1,0.008912121877074242,0.34176544185618285
0.3,2,0,580,0,0.0003839327837340534,0.22392053545803128
0.3,2,0,590,1,0.007973278872668743,0.3400747298767818
0.3,2,0,590,0,0.0003274896298535168,0.22251516274217376
0.3,2,0,600,1,0.006401570979505777,0.3609901046189021
0.3,2,0,600,0,0.00035716017009690404,0.23702669077312502
0.3,2,0,610,1,0.006853850558400154,0.3602275084923634
0.3,2,0,610,0,0.00035566207952797413,0.2302890198908362
0.3,2,0,620,1,0.007879123091697693,0.3344266128115593
0.3,2,0,620,0,0.00034743620199151337,0.22014362271842763
0.3,2,0,630,1,0.0073975203558802605,0.3508120727064833
0.3,2,0,630,0,0.0003046994097530842,0.23175348205800647
0.3,2,0,640,1,0.007651265244930983,0.354907836867677
0.3,2,0,640,0,0.00037490660906769335,0.23202060637575317
0.3,2,0,650,1,0.0065773562528193,0.3589551543643709
0.3,2,0,650,0,0.00036250948323868215,0.2331691163306686
0.3,2,0,660,1,0.0056567201390862465,0.3522306441638066
0.3,2,0,660,0,0.0003392258076928556,0.22986556939074124
0.3,2,0,670,1,0.00552632100880146,0.3655071639353255
0.3,2,0,670,0,0.0003437576233409345,0.23408508232685282
0.3,2,0,680,1,0.005895279813557863,0.35956428521732836
0.3,2,0,680,0,0.000313593220198527,0.2279967682243698
0.3,2,0,690,1,0.006052591372281313,0.3536082839381594
0.3,2,0,690,0,0.00034212222089990973,0.22590463572275274
0.3,2,0,700,1,0.00579188484698534,0.3654243468607356
0.3,2,0,700,0,0.00033535220427438617,0.24352840350965288
0.3,2,0,710,1,0.005812044721096754,0.34319854730423166
0.3,2,0,710,0,0.0003078431764151901,0.22930013582130188
0.3,2,0,720,1,0.004759351722896099,0.37837753287948245
0.3,2,0,720,0,0.0003620299103204161,0.22681310591036147
0.3,2,0,730,1,0.006228836718946695,0.35107803339090227
0.3,2,0,730,0,0.00032525716233067214,0.23124517369699793
0.3,2,0,740,1,0.0051124501042068005,0.3545431517861198
0.3,2,0,740,0,0.0003291914181318134,0.2240318482269188
0.3,2,0,750,1,0.004756327252835035,0.3579001616679169
0.3,2,0,750,0,0.0003194434102624655,0.22747850346879928
0.3,2,0,760,1,0.004802308976650238,0.3433227538347588
0.3,2,0,760,0,0.00029842674848623574,0.22406188889762718
0.3,2,0,770,1,0.0043182289227843285,0.3947141264955076
0.3,2,0,770,0,0.00031063967617228627,0.23530336304256874
0.3,2,0,780,1,0.0037972494028508663,0.36474567403724556
0.3,2,0,780,0,0.00038378502358682454,0.21715738239925714
0.3,2,0,790,1,0.004089853260666132,0.3485789107424065
0.3,2,0,790,0,0.00034921595943160355,0.21663837370825687
0.3,2,0,800,1,0.004990232177078724,0.3616959761848434
0.3,2,0,800,0,0.00034344271989539266,0.22998304300101413
0.3,2,0,810,1,0.0037560213822871447,0.3879171370427174
0.3,2,0,810,0,0.0003308367158751935,0.2358386795544788
0.3,2,0,820,1,0.00504125514999032,0.3730016707634125
0.3,2,0,820,0,0.000323458865750581,0.23650297091800132
0.3,2,0,830,1,0.0035605435259640217,0.36891876210341823
0.3,2,0,830,0,0.00035685053444467485,0.22420638975256724
0.3,2,0,840,1,0.003568868152797222,0.39097892750275204
0.3,2,0,840,0,0.0002829739823937416,0.2359753028159907
0.3,2,0,850,1,0.0034953593276441097,0.4143411635167136
0.3,2,0,850,0,0.0003352007770445198,0.24910354539943086
0.3,2,0,860,1,0.004321902524679899,0.3580017470485133
0.3,2,0,860,0,0.0003179415361955762,0.22096370627523262
0.3,2,0,870,1,0.002921392908319831,0.3843500517483189
0.3,2,0,870,0,0.00031961221247911453,0.23196912692924626
0.3,2,0,880,1,0.003186099464073777,0.36642871845188596
0.3,2,0,880,0,0.00030140558374114335,0.2291035644559473
0.3,2,0,890,1,0.004535991698503494,0.3664971160080696
0.3,2,0,890,0,0.00030923751182854176,0.22434028552942012
0.3,2,0,900,1,0.004097749013453722,0.36141418448211426
0.3,2,0,900,0,0.00029956790967844427,0.2290879432660338
0.3,2,0,910,1,0.003903960110619664,0.39169818868140477
0.3,2,0,910,0,0.0002732937573455274,0.23571718129691901
0.3,2,0,920,1,0.0030874675139784813,0.3710766218890893
0.3,2,0,920,0,0.00029155329684726894,0.2231481544470255
0.3,2,0,930,1,0.0022124499082565308,0.4090585325299544
0.3,2,0,930,0,0.00029998429818078876,0.23658052365593704
0.3,2,0,940,1,0.002071674447506666,0.4048503110838751
0.3,2,0,940,0,0.0003182411892339587,0.2317671768535119
0.3,2,0,950,1,0.003033140441402793,0.3874856947575033
0.3,2,0,950,0,0.00030134126427583396,0.227716998298277
0.3,2,0,960,1,0.002501284470781684,0.4042520902924838
0.3,2,0,960,0,0.0003066962817683816,0.22725360796264044
0.3,2,0,970,1,0.0030754446052014828,0.35877773273246233
0.3,2,0,970,0,0.0003085361095145345,0.21991237569104802
0.3,2,0,980,1,0.00224958430044353,0.395161170783813
0.3,2,0,980,0,0.00038746497011743486,0.2328430741976443
0.3,2,0,990,1,0.0025865582283586264,0.38872783645859904
0.3,2,0,990,0,0.00044796449947170913,0.2266107554145425
0.3,2,0,1000,1,0.002067133318632841,0.38863147716795204
0.3,2,0,1000,0,0.0003392717626411468,0.22453374796489808
0.3,2,0,1010,1,0.0016890825936570764,0.42973316167185144
0.3,2,0,1010,0,0.0002916787925641984,0.2423241797722361
0.3,2,0,1020,1,0.0023409193381667137,0.38420444472112847
0.3,2,0,1020,0,0.0003347407327964902,0.22608531884363872
0.3,2,0,1030,1,0.002190214116126299,0.39292625409306015
0.3,2,0,1030,0,0.00031252115149982274,0.2291341583549551
0.3,2,0,1040,1,0.002056257799267769,0.39099304180203964
0.3,2,0,1040,0,0.0003319655661471188,0.23055086066414024
0.3,2,0,1050,1,0.0028634299524128437,0.3987364195384831
0.3,2,0,1050,0,0.0003461358428467065,0.23125533990806618
0.3,2,0,1060,1,0.0020288554951548576,0.41807952860252706
0.3,2,0,1060,0,0.0003710025339387357,0.23196939405858777
0.3,2,0,1070,1,0.00183145294431597,0.3826935956772742
0.3,2,0,1070,0,0.0003047785721719265,0.22811744615094465
0.3,2,0,1080,1,0.0017009987495839596,0.40585258460027057
0.3,2,0,1080,0,0.0003271391906309873,0.22899669577217022
0.3,2,0,1090,1,0.0013169245794415474,0.4171589657476856
0.3,2,0,1090,0,0.00047847622772678733,0.22805141401312592
0.3,2,0,1100,1,0.001530324574559927,0.4263187787131186
0.3,2,0,1100,0,0.0003547346859704703,0.22829301769750457
0.3,2,0,1110,1,0.001434190315194428,0.4106639477727435
0.3,2,0,1110,0,0.00040986333624459803,0.2233357424055365
0.3,2,0,1120,1,0.0017073509516194463,0.4054303357610735
0.3,2,0,1120,0,0.00034910469548776746,0.2351019471109813
0.3,2,0,1130,1,0.0016569198342040181,0.4090017697726866
0.3,2,0,1130,0,0.00028078650939278305,0.23190366662404374
0.3,2,0,1140,1,0.0013288226909935474,0.4054165264893391
0.3,2,0,1140,0,0.0005333048175089061,0.22034154850651524
0.3,2,0,1150,1,0.0012106550857424736,0.41269351925140074
0.3,2,0,1150,0,0.0004287786432541907,0.21582210490437329
0.3,2,0,1160,1,0.0012278889771550894,0.45383048974270246
0.3,2,0,1160,0,0.0003262555110268295,0.24344705507046513
0.3,2,0,1170,1,0.0014115337980911136,0.3818130490459111
0.3,2,0,1170,0,0.00034784822491928935,0.23445615701030761
0.3,2,0,1180,1,0.0014186014886945486,0.4013652798684369
0.3,2,0,1180,0,0.00031225645216181874,0.22888061450138578
0.3,2,0,1190,1,0.001443328452296555,0.4099591443082478
0.3,2,0,1190,0,0.00047403963981196284,0.22724212598547008
0.3,2,0,1200,1,0.0011533454526215792,0.43240360222518526
0.3,2,0,1200,0,0.0003606455575209111,0.23762144022857315
0.3,2,0,1210,1,0.0010792389512062073,0.44118293721327956
0.3,2,0,1210,0,0.0005148480995558202,0.2360039706414582
0.3,2,0,1220,1,0.001061734277755022,0.42774799306636163
0.3,2,0,1220,0,0.0004787287616636604,0.22749755811853822
0.3,2,0,1230,1,0.0009331243927590549,0.4559412379147025
0.3,2,0,1230,0,0.00046009759535081685,0.23420944162962892
0.3,2,0,1240,1,0.0008395299082621932,0.417635154226658
0.3,2,0,1240,0,0.00048618740402162075,0.2220370669566398
0.3,2,0,1250,1,0.0009445041068829596,0.42927051498740154
0.3,2,0,1250,0,0.0004433697322383523,0.22890848108160788
0.3,2,0,1260,1,0.0008481419063173234,0.4472562021704174
0.3,2,0,1260,0,0.00045013485942035913,0.2332191462104061
0.3,2,0,1270,1,0.0008181282901205122,0.4419741815886803
0.3,2,0,1270,0,0.00045955192763358355,0.23439439722554584
0.3,2,0,1280,1,0.0007404242060147226,0.4220810693762361
0.3,2,0,1280,0,0.00047835009172558784,0.22088581039028476
0.3,2,0,1290,1,0.0007163803093135357,0.46710548335675345
0.3,2,0,1290,0,0.0004210257320664823,0.2368956750965165
0.3,2,0,1300,1,0.0007066617836244404,0.41403873385012724
0.3,2,0,1300,0,0.0005674916319549084,0.21595258674714676
0.3,2,0,1310,1,0.0008083033026196063,0.4301375193042771
0.3,2,0,1310,0,0.0005184439360164106,0.22547622637173106
0.3,2,0,1320,1,0.0005516542005352676,0.46085857307816214
0.3,2,0,1320,0,0.0005406779237091541,0.23372837023421628
0.3,2,0,1330,1,0.0007574827177450061,0.41554008429028694
0.3,2,0,1330,0,0.0004315464466344565,0.21849370905790497
0.3,2,0,1340,1,0.0006609015981666744,0.4676622765140671
0.3,2,0,1340,0,0.0005616824491880834,0.23599414783423875
0.3,2,0,1350,1,0.0006766497972421348,0.40216407716444313
0.3,2,0,1350,0,0.0004934820462949574,0.22239339783425052
0.3,2,0,1360,1,0.000596101803239435,0.43518272326897584
0.3,2,0,1360,0,0.0006197508773766458,0.22192356073810632
0.3,2,0,1370,1,0.0006255714688450098,0.43222755363035675
0.3,2,0,1370,0,0.0006959336460568011,0.2289338680792438
0.3,2,0,1380,1,0.0004523063253145665,0.46356220142872784
0.3,2,0,1380,0,0.000813251594081521,0.2221433827529685
0.3,2,0,1390,1,0.0006584912771359086,0.459134597081068
0.3,2,0,1390,0,0.0006269105360843241,0.23290348015827525
0.3,2,0,1400,1,0.0005809608846902847,0.44861728590993016
0.3,2,0,1400,0,0.0006950053502805531,0.23977399791550216
0.3,2,0,1410,1,0.00042749609565362334,0.4585135258439479
0.3,2,0,1410,0,0.000581338710617274,0.23317443807546337
0.3,2,0,1420,1,0.0005924597498960793,0.4438458244461547
0.3,2,0,1420,0,0.0006071073585189879,0.22673711739386276
0.3,2,0,1430,1,0.0004471192369237542,0.43141296290231523
0.3,2,0,1430,0,0.0006878533167764544,0.22995431866593696
0.3,2,0,1440,1,0.00045547931222245097,0.46205646413448576
0.3,2,0,1440,0,0.000623695261310786,0.2294414707319792
0.3,2,0,1450,1,0.00040221743984147906,0.47673190952030725
0.3,2,0,1450,0,0.0007607260486111045,0.22614868134334498
0.3,2,0,1460,1,0.00027443462749943137,0.5138452511183451
0.3,2,0,1460,0,0.0008291378617286682,0.23535222978816978
0.3,2,0,1470,1,0.00038626001332886517,0.4888360964517228
0.3,2,0,1470,0,0.0009496106649748981,0.23221435522421363
0.3,2,0,1480,1,0.0003100867907050997,0.4793937667645482
0.3,2,0,1480,0,0.0007068014238029718,0.23550113644659237
0.3,2,0,1490,1,0.0003812111681327224,0.48347942225467727
0.3,2,0,1490,0,0.0007788428338244557,0.23277387589131412
0.3,2,0,1500,1,0.0002851483004633337,0.4825116331345174
0.3,2,0,1500,0,0.0009874191600829363,0.2288295171327569
0.3,2,0,1510,1,0.00039848414598964155,0.44818439371170254
0.3,2,0,1510,0,0.0006433517555706203,0.2242379947991586
0.3,2,0,1520,1,0.0003726879076566547,0.4600558077865697
0.3,2,0,1520,0,0.0006902240565977991,0.23066722836453865
0.3,2,0,1530,1,0.000301928143016994,0.426972311513094
0.3,2,0,1530,0,0.000947361986618489,0.21176574684678048
0.3,2,0,1540,1,0.0002902468550018966,0.4852775938480717
0.3,2,0,1540,0,0.0007494864403270185,0.23684005705704378
0.3,2,0,1550,1,0.0003272441681474447,0.48856025546505455
0.3,2,0,1550,0,0.0009117935551330447,0.24056476566633891
0.3,2,0,1560,1,0.00037848297506570816,0.47341697567788327
0.3,2,0,1560,0,0.0008421583916060627,0.22485433551791442
0.3,2,0,1570,1,0.00027375546051189303,0.49708431062316794
0.3,2,0,1570,0,0.0007175010396167636,0.24560180629832332
0.3,2,0,1580,1,0.00032394161098636687,0.4873968490813551
0.3,2,0,1580,0,0.0009391838102601469,0.2300951764517825
0.3,2,0,1590,1,0.000262593588558957,0.47086543857551855
0.3,2,0,1590,0,0.0007589104934595525,0.22870223968887837
0.3,2,0,1600,1,0.00026059121591970325,0.4878587704057092
0.3,2,0,1600,0,0.000918233476113528,0.23345836613979568
0.3,2,0,1610,1,0.0002600410662125796,0.4664376431647885
0.3,2,0,1610,0,0.0008474130881950259,0.2231590268362679
0.3,2,0,1620,1,0.00027506795595400035,0.4835656339231663
0.3,2,0,1620,0,0.000899897946510464,0.22775808309041265
0.3,2,0,1630,1,0.0002900258405134082,0.4738742049090654
0.3,2,0,1630,0,0.000816778396256268,0.22544862719590206
0.3,2,0,1640,1,0.00027579147717915475,0.4765304929620762
0.3,2,0,1640,0,0.0009059599251486361,0.2258556554208662
0.3,2,0,1650,1,0.00029897678177803755,0.4439249023848149
0.3,2,0,1650,0,0.000891771400347352,0.2252423283912203
0.3,2,0,1660,1,0.00021769250452052802,0.5019454170057693
0.3,2,0,1660,0,0.0009143415954895318,0.23177396748943263
0.3,2,0,1670,1,0.00029985426226630807,0.4663179763501247
0.3,2,0,1670,0,0.0010499312775209546,0.22499483087091024
0.3,2,0,1680,1,0.00017362985818181187,0.5307679336496498
0.3,2,0,1680,0,0.0010026530362665653,0.23825132346233024
0.3,2,0,1690,1,0.0002099555713357404,0.5043468069850473
0.3,2,0,1690,0,0.0009088627994060516,0.23412662480343124
0.3,2,0,1700,1,0.00025065007503144443,0.5004001215997823
0.3,2,0,1700,0,0.0008559849811717868,0.23899835558626992
0.3,2,0,1710,1,0.0002268516836920753,0.4923884942283953
0.3,2,0,1710,0,0.0008127865730784833,0.23194122285916577
0.3,2,0,1720,1,0.0002753172302618623,0.437714422543446
0.3,2,0,1720,0,0.0009170332341454923,0.22041913962169943
0.3,2,0,1730,1,0.00017773958097677678,0.49824493127880126
0.3,2,0,1730,0,0.0010865841759368777,0.22554811456903595
0.3,2,0,1740,1,0.00019622559193521738,0.48892963160256725
0.3,2,0,1740,0,0.000973083428107202,0.22094287849609012
0.3,2,0,1750,1,0.00019138581410516053,0.5223604174976927
0.3,2,0,1750,0,0.001321292482316494,0.23635412198298425
0.3,2,0,1760,1,0.00018672629084903747,0.49027663922005976
0.3,2,0,1760,0,0.0009197280160151422,0.23596038792703922
0.3,2,0,1770,1,0.00016598738147877157,0.5123212401996257
0.3,2,0,1770,0,0.001058204099535942,0.22735239007445926
0.3,2,0,1780,1,0.0002068303874693811,0.5333578846893454
0.3,2,0,1780,0,0.0012309174053370953,0.2395366857490034
0.3,2,0,1790,1,0.0002025280991801992,0.4871725058342898
0.3,2,0,1790,0,0.0009680477087385952,0.2250450322687476
0.3,2,0,1800,1,0.00017425663827452809,0.5188694351937703
0.3,2,0,1800,0,0.0009082090691663325,0.2320874593086649
0.3,2,0,1810,1,0.0001683721347944811,0.5431293455291154
0.3,2,0,1810,0,0.0011152575025334954,0.2415432164887416
0.3,2,0,1820,1,0.00015239785716403276,0.4808720366395492
0.3,2,0,1820,0,0.0010434371652081609,0.21514101007823894
0.3,2,0,1830,1,0.00019070915004704148,0.5067405674112212
0.3,2,0,1830,0,0.0011891445610672235,0.24043247202681445
0.3,2,0,1840,1,0.000126100261695683,0.5867456008157413
0.3,2,0,1840,0,0.0012068753130733967,0.24375547388860383
0.3,2,0,1850,1,0.00017879159713629633,0.5407765930447161
0.3,2,0,1850,0,0.0010479429038241506,0.2352745053907236
0.3,2,0,1860,1,0.00017269185627810657,0.5282871215746574
0.3,2,0,1860,0,0.0012569115497171879,0.23157531719857097
0.3,2,0,1870,1,0.00012581582996062934,0.5479005388581084
0.3,2,0,1870,0,0.0010802766773849726,0.23029106118818934
0.3,2,0,1880,1,0.0002185566845582798,0.4727285363502274
0.3,2,0,1880,0,0.001119166729040444,0.2123543737421415
0.3,2,0,1890,1,0.00013197441876400262,0.5137589606457065
0.3,2,0,1890,0,0.00115292239934206,0.2233275030106401
0.3,2,0,1900,1,0.00013019492325838655,0.5157626303158788
0.3,2,0,1900,0,0.0010740191210061312,0.2258838842196152
0.3,2,0,1910,1,0.0001730869262246415,0.5082686967095023
0.3,2,0,1910,0,0.0012109007220715284,0.21943929654119224
0.3,2,0,1920,1,0.00013707889593206346,0.526255947088661
0.3,2,0,1920,0,0.0012234838213771582,0.21915777188508298
0.3,2,0,1930,1,0.00019783922471106052,0.574025341947159
0.3,2,0,1930,0,0.0010757874697446823,0.23894762016973153
0.3,2,0,1940,1,0.00013463057985063642,0.5276417502312086
0.3,2,0,1940,0,0.0011830282164737582,0.22778608302889064
0.3,2,0,1950,1,0.00017222620954271406,0.5288032119564563
0.3,2,0,1950,0,0.0010060550412163138,0.2308521840661915
0.3,2,0,1960,1,0.0001476881152484566,0.546435352440209
0.3,2,0,1960,0,0.001238121883943677,0.23548601131493083
0.3,2,0,1970,1,0.00015565835929010063,0.5228811993385949
0.3,2,0,1970,0,0.0010602975962683558,0.2260485646976952
0.3,2,0,1980,1,0.00013418597518466413,0.5298952444641245
0.3,2,0,1980,0,0.0013308790512382984,0.22342033369443043
0.3,2,0,1990,1,0.00015324480773415416,0.5045210614660454
0.3,2,0,1990,0,0.0011380569776520133,0.22766935328505647
0.3,2,0,2000,1,0.00014378376363310963,0.49770553242718557
0.3,2,0,2000,0,0.0012004945892840624,0.2199208257750601
0.3,2,0,2010,1,0.00015319240628741682,0.5389660227879229
0.3,2,0,2010,0,0.0012299190275371075,0.22916950207197184
0.3,2,0,2020,1,0.00016872565902303904,0.4986948746688566
0.3,2,0,2020,0,0.0011056727962568402,0.225801410470828
0.3,2,0,2030,1,0.00014191196532920003,0.501568828863095
0.3,2,0,2030,0,0.0011669611558318138,0.21885240536055528
0.3,2,0,2040,1,0.00012351686018519104,0.530681567664019
0.3,2,0,2040,0,0.001413437770679593,0.22847375853586574
0.3,2,0,2050,1,0.00014961657871026546,0.5782347068285825
0.3,2,0,2050,0,0.00147807109169662,0.22586919769264552
0.3,2,0,2060,1,0.00011573809752007946,0.5282760574473094
0.3,2,0,2060,0,0.0012496383860707283,0.22791162472606522
0.3,2,0,2070,1,0.0001555658527649939,0.5229722180127699
0.3,2,0,2070,0,0.0011037986259907484,0.22876222589748638
0.3,2,0,2080,1,0.00010354600090067834,0.5243492075825591
0.3,2,0,2080,0,0.001153459306806326,0.22402212123522575
0.3,2,0,2090,1,9.128357487497851e-05,0.5658463988305212
0.3,2,0,2090,0,0.0014133297372609377,0.23193294508736093
0.3,2,0,2100,1,0.00013482729264069349,0.5313633307146952
0.3,2,0,2100,0,0.0012677406193688512,0.22040296537179938
0.3,2,0,2110,1,0.00010531272710068151,0.5670183509391032
0.3,2,0,2110,0,0.0012832996435463428,0.23152681332666483
0.3,2,0,2120,1,0.0001198470126837492,0.5225791506078764
0.3,2,0,2120,0,0.0011508411262184381,0.22467262248543934
0.3,2,0,2130,1,0.0001322500902460888,0.5409218175040951
0.3,2,0,2130,0,0.0012643447844311595,0.23517486553665093
0.3,2,0,2140,1,8.77579950611107e-05,0.5817150431150251
0.3,2,0,2140,0,0.0011677382281050086,0.2350579069031989
0.3,2,0,2150,1,0.00010231586929876357,0.583821596161605
0.3,2,0,2150,0,0.0012474287068471313,0.23718403960787388
0.3,2,0,2160,1,7.53174681449309e-05,0.5687399216479836
0.3,2,0,2160,0,0.0012833242071792483,0.21882118117781
0.3,2,0,2170,1,0.00012052993406541646,0.5226109652075138
0.3,2,0,2170,0,0.0012380857951939106,0.21812866193319283
0.3,2,0,2180,1,9.136296284850687e-05,0.5614678130684031
0.3,2,0,2180,0,0.0012366559822112322,0.22694686871296782
0.3,2,0,2190,1,0.00015832502685952932,0.5350781597673544
0.3,2,0,2190,0,0.0011720723705366254,0.2256406019193022
0.3,2,0,2200,1,9.608519030734897e-05,0.549431108478611
0.3,2,0,2200,0,0.0012545830104500055,0.21787668210782954
0.3,2,0,2210,1,9.465080802328885e-05,0.5572676790489067
0.3,2,0,2210,0,0.0013384995982050896,0.22586420042329672
0.3,2,0,2220,1,0.00010125592962140217,0.5996934831521554
0.3,2,0,2220,0,0.0010788827203214169,0.2363842199041901
