framework,task,optimizer,run,step,val_acc,wall_time_s
torch,MNIST_1L,Adam,4,3200,0.9705882668495178,4.303075313568115
torch,MNIST_1L,Adam,4,3400,0.9695855975151062,4.589959383010864
torch,MNIST_1L,Adam,4,3600,0.9715909361839294,4.85671854019165
torch,MNIST_1L,Adam,4,3800,0.9719251394271851,5.131355047225952
torch,MNIST_1L,Adam,4,4000,0.9697526693344116,5.3972179889678955
torch,MNIST_1L,Adam,4,4200,0.9715909361839294,5.660660982131958
torch,MNIST_1L,Adam,4,4400,0.9719251394271851,5.924276351928711
torch,MNIST_1L,Adam,4,4600,0.9724264740943909,6.1877357959747314
torch,MNIST_1L,Adam,4,4800,0.9732620716094971,6.452587366104126
torch,MNIST_1L,Adam,4,5000,0.9781349897384644,6.627878427505493
torch,MNIST_1L,Adam,5,0,0.0785427838563919,0.09023523330688477
torch,MNIST_1L,Adam,5,200,0.9112634062767029,0.35714292526245117
torch,MNIST_1L,Adam,5,400,0.9385026693344116,0.620631217956543
torch,MNIST_1L,Adam,5,600,0.9463569521903992,0.8872823715209961
torch,MNIST_1L,Adam,5,800,0.9438502788543701,1.152144432067871
torch,MNIST_1L,Adam,5,1000,0.9530414342880249,1.4170594215393066
torch,MNIST_1L,Adam,5,1200,0.9572192430496216,1.681570053100586
torch,MNIST_1L,Adam,5,1400,0.9637366533279419,1.9469208717346191
torch,MNIST_1L,Adam,5,1600,0.9538770318031311,2.212149143218994
torch,MNIST_1L,Adam,5,1800,0.9659091234207153,2.4809319972991943
torch,MNIST_1L,Adam,5,2000,0.9679144620895386,2.745474100112915
torch,MNIST_1L,Adam,5,2200,0.9680815935134888,3.0088353157043457
torch,MNIST_1L,Adam,5,2400,0.9652406573295593,3.26994252204895
torch,MNIST_1L,Adam,5,2600,0.9570521712303162,3.5353572368621826
torch,MNIST_1L,Adam,5,2800,0.9682486653327942,3.7987918853759766
torch,MNIST_1L,Adam,5,3000,0.9702540040016174,4.0631208419799805
torch,MNIST_1L,Adam,5,3200,0.9722594022750854,4.3285722732543945
torch,MNIST_1L,Adam,5,3400,0.9685829281806946,4.5937910079956055
torch,MNIST_1L,Adam,5,3600,0.9759358763694763,4.856133937835693
torch,MNIST_1L,Adam,5,3800,0.9735962748527527,5.118447780609131
torch,MNIST_1L,Adam,5,4000,0.9645721912384033,5.378559827804565
torch,MNIST_1L,Adam,5,4200,0.9735962748527527,5.642484188079834
torch,MNIST_1L,Adam,5,4400,0.9690842628479004,5.905591726303101
torch,MNIST_1L,Adam,5,4600,0.9719251394271851,6.167428970336914
torch,MNIST_1L,Adam,5,4800,0.9670789241790771,6.431773900985718
torch,MNIST_1L,Adam,5,5000,0.9782348275184631,6.606887340545654
torch,MNIST_1L,Adam,6,0,0.09525401145219803,0.08978104591369629
torch,MNIST_1L,Adam,6,200,0.90625,0.35505223274230957
torch,MNIST_1L,Adam,6,400,0.936330258846283,0.6184251308441162
torch,MNIST_1L,Adam,6,600,0.9471925497055054,0.8855292797088623
torch,MNIST_1L,Adam,6,800,0.9486965537071228,1.1506710052490234
torch,MNIST_1L,Adam,6,1000,0.9588903784751892,1.4161896705627441
torch,MNIST_1L,Adam,6,1200,0.9655748605728149,1.6823976039886475
torch,MNIST_1L,Adam,6,1400,0.9652406573295593,1.950634479522705
torch,MNIST_1L,Adam,6,1600,0.9682486653327942,2.214601993560791
torch,MNIST_1L,Adam,6,1800,0.9699198007583618,2.482623338699341
torch,MNIST_1L,Adam,6,2000,0.9674131274223328,2.7473256587982178
torch,MNIST_1L,Adam,6,2200,0.9707553386688232,3.011537551879883
torch,MNIST_1L,Adam,6,2400,0.9667446613311768,3.2743489742279053
torch,MNIST_1L,Adam,6,2600,0.9689171314239502,3.5395336151123047
torch,MNIST_1L,Adam,6,2800,0.9695855975151062,3.8047077655792236
torch,MNIST_1L,Adam,6,3000,0.9717580676078796,4.069246292114258
torch,MNIST_1L,Adam,6,3200,0.9692513346672058,4.33288311958313
torch,MNIST_1L,Adam,6,3400,0.9737634062767029,4.613809585571289
torch,MNIST_1L,Adam,6,3600,0.9735962748527527,4.876659154891968
torch,MNIST_1L,Adam,6,3800,0.9739304780960083,5.140631914138794
torch,MNIST_1L,Adam,6,4000,0.9745989441871643,5.405455589294434
torch,MNIST_1L,Adam,6,4200,0.9745989441871643,5.671111345291138
torch,MNIST_1L,Adam,6,4400,0.9680815935134888,5.937472343444824
torch,MNIST_1L,Adam,6,4600,0.9762700796127319,6.202051162719727
torch,MNIST_1L,Adam,6,4800,0.9720922708511353,6.466596603393555
torch,MNIST_1L,Adam,6,5000,0.9774360656738281,6.644287347793579
torch,MNIST_1L,Adam,7,0,0.0989304855465889,0.08981180191040039
torch,MNIST_1L,Adam,7,200,0.9102607369422913,0.35561275482177734
torch,MNIST_1L,Adam,7,400,0.9328208565711975,0.6179032325744629
torch,MNIST_1L,Adam,7,600,0.9488636255264282,0.8808884620666504
torch,MNIST_1L,Adam,7,800,0.9530414342880249,1.1440041065216064
torch,MNIST_1L,Adam,7,1000,0.9572192430496216,1.4065885543823242
torch,MNIST_1L,Adam,7,1200,0.9530414342880249,1.669926643371582
torch,MNIST_1L,Adam,7,1400,0.9590575098991394,1.9338157176971436
torch,MNIST_1L,Adam,7,1600,0.9610628485679626,2.1981685161590576
torch,MNIST_1L,Adam,7,1800,0.9680815935134888,2.4638094902038574
torch,MNIST_1L,Adam,7,2000,0.9730949401855469,2.728306293487549
torch,MNIST_1L,Adam,7,2200,0.967580258846283,2.991549015045166
torch,MNIST_1L,Adam,7,2400,0.966243326663971,3.255790948867798
torch,MNIST_1L,Adam,7,2600,0.9674131274223328,3.51639986038208
torch,MNIST_1L,Adam,7,2800,0.9623997807502747,3.778785228729248
torch,MNIST_1L,Adam,7,3000,0.9709224700927734,4.041448354721069
torch,MNIST_1L,Adam,7,3200,0.969418466091156,4.303231716156006
torch,MNIST_1L,Adam,7,3400,0.9715909361839294,4.566571235656738
torch,MNIST_1L,Adam,7,3600,0.9720922708511353,4.828474998474121
torch,MNIST_1L,Adam,7,3800,0.9752674102783203,5.08903169631958
torch,MNIST_1L,Adam,7,4000,0.9724264740943909,5.350225210189819
torch,MNIST_1L,Adam,7,4200,0.9659091234207153,5.6112470626831055
torch,MNIST_1L,Adam,7,4400,0.9699198007583618,5.873257398605347
torch,MNIST_1L,Adam,7,4600,0.9702540040016174,6.133206129074097
torch,MNIST_1L,Adam,7,4800,0.9702540040016174,6.395819425582886
torch,MNIST_1L,Adam,7,5000,0.9768370389938354,6.571998357772827
torch,MNIST_1L,Adam,8,0,0.07352941483259201,0.09010648727416992
torch,MNIST_1L,Adam,8,200,0.9207887649536133,0.35497426986694336
torch,MNIST_1L,Adam,8,400,0.9430147409439087,0.6176266670227051
torch,MNIST_1L,Adam,8,600,0.9557152390480042,0.8815426826477051
torch,MNIST_1L,Adam,8,800,0.9418449401855469,1.1443121433258057
torch,MNIST_1L,Adam,8,1000,0.9630681872367859,1.4064536094665527
torch,MNIST_1L,Adam,8,1200,0.960728645324707,1.6674652099609375
torch,MNIST_1L,Adam,8,1400,0.9592246413230896,1.9306347370147705
torch,MNIST_1L,Adam,8,1600,0.9657419919967651,2.1941657066345215
torch,MNIST_1L,Adam,8,1800,0.9722594022750854,2.4583933353424072
torch,MNIST_1L,Adam,8,2000,0.9670789241790771,2.7194361686706543
torch,MNIST_1L,Adam,8,2200,0.9725936055183411,2.9814629554748535
torch,MNIST_1L,Adam,8,2400,0.9710896015167236,3.2442338466644287
torch,MNIST_1L,Adam,8,2600,0.9674131274223328,3.505037784576416
torch,MNIST_1L,Adam,8,2800,0.9714238047599792,3.7658512592315674
torch,MNIST_1L,Adam,8,3000,0.9715909361839294,4.029089450836182
torch,MNIST_1L,Adam,8,3200,0.9749331474304199,4.291220664978027
torch,MNIST_1L,Adam,8,3400,0.9754344820976257,4.555391550064087
torch,MNIST_1L,Adam,8,3600,0.9747660756111145,4.817214727401733
torch,MNIST_1L,Adam,8,3800,0.9709224700927734,5.079314947128296
torch,MNIST_1L,Adam,8,4000,0.9752674102783203,5.340008974075317
torch,MNIST_1L,Adam,8,4200,0.9739304780960083,5.600788354873657
torch,MNIST_1L,Adam,8,4400,0.9769385457038879,5.86426305770874
torch,MNIST_1L,Adam,8,4600,0.9756016135215759,6.127030849456787
torch,MNIST_1L,Adam,8,4800,0.9764372110366821,6.388843059539795
torch,MNIST_1L,Adam,8,5000,0.9783346652984619,6.563051223754883
torch,MNIST_1L,Adam,9,0,0.10695187747478485,0.08998370170593262
torch,MNIST_1L,Adam,9,200,0.8892045617103577,0.35479116439819336
torch,MNIST_1L,Adam,9,400,0.9354946613311768,0.6164813041687012
torch,MNIST_1L,Adam,9,600,0.940006673336029,0.8792200088500977
torch,MNIST_1L,Adam,9,800,0.9545454978942871,1.143031120300293
torch,MNIST_1L,Adam,9,1000,0.9510360956192017,1.4059550762176514
torch,MNIST_1L,Adam,9,1200,0.9456885457038879,1.6665279865264893
torch,MNIST_1L,Adam,9,1400,0.958221971988678,1.9269511699676514
torch,MNIST_1L,Adam,9,1600,0.9573863744735718,2.186854600906372
torch,MNIST_1L,Adam,9,1800,0.9637366533279419,2.4488470554351807
torch,MNIST_1L,Adam,9,2000,0.960060179233551,2.710082530975342
torch,MNIST_1L,Adam,9,2200,0.9632353186607361,2.971207857131958
torch,MNIST_1L,Adam,9,2400,0.95621657371521,3.231837272644043
torch,MNIST_1L,Adam,9,2600,0.9654077887535095,3.491347074508667
torch,MNIST_1L,Adam,9,2800,0.9623997807502747,3.750501871109009
torch,MNIST_1L,Adam,9,3000,0.9680815935134888,4.011074781417847
torch,MNIST_1L,Adam,9,3200,0.9637366533279419,4.271010637283325
torch,MNIST_1L,Adam,9,3400,0.969418466091156,4.53261923789978
torch,MNIST_1L,Adam,9,3600,0.966911792755127,4.791749715805054
torch,MNIST_1L,Adam,9,3800,0.9699198007583618,5.05139946937561
torch,MNIST_1L,Adam,9,4000,0.9660761952400208,5.312996864318848
torch,MNIST_1L,Adam,9,4200,0.9639037847518921,5.572899580001831
torch,MNIST_1L,Adam,9,4400,0.9720922708511353,5.831913232803345
torch,MNIST_1L,Adam,9,4600,0.9680815935134888,6.091711759567261
torch,MNIST_1L,Adam,9,4800,0.9627339839935303,6.351083993911743
torch,MNIST_1L,Adam,9,5000,0.9749400615692139,6.5232813358306885
torch,MNIST_1L,Adam,10,0,0.08739973604679108,0.08962893486022949
torch,MNIST_1L,Adam,10,200,0.9174465537071228,0.353776216506958
torch,MNIST_1L,Adam,10,400,0.9229612350463867,0.614872932434082
torch,MNIST_1L,Adam,10,600,0.938836932182312,0.8759946823120117
torch,MNIST_1L,Adam,10,800,0.9426804780960083,1.136389970779419
torch,MNIST_1L,Adam,10,1000,0.9517045617103577,1.3982360363006592
torch,MNIST_1L,Adam,10,1200,0.9620655179023743,1.6579365730285645
torch,MNIST_1L,Adam,10,1400,0.9577205777168274,1.9177892208099365
torch,MNIST_1L,Adam,10,1600,0.9692513346672058,2.17657732963562
torch,MNIST_1L,Adam,10,1800,0.966243326663971,2.440706968307495
torch,MNIST_1L,Adam,10,2000,0.9657419919967651,2.7003915309906006
torch,MNIST_1L,Adam,10,2200,0.956885039806366,2.9606194496154785
torch,MNIST_1L,Adam,10,2400,0.957553505897522,3.219937324523926
torch,MNIST_1L,Adam,10,2600,0.9707553386688232,3.4802615642547607
torch,MNIST_1L,Adam,10,2800,0.967580258846283,3.740239143371582
torch,MNIST_1L,Adam,10,3000,0.9747660756111145,3.999905586242676
torch,MNIST_1L,Adam,10,3200,0.9697526693344116,4.260071754455566
torch,MNIST_1L,Adam,10,3400,0.9756016135215759,4.524853706359863
torch,MNIST_1L,Adam,10,3600,0.9665775299072266,4.785828590393066
torch,MNIST_1L,Adam,10,3800,0.9699198007583618,5.047284364700317
torch,MNIST_1L,Adam,10,4000,0.9744318127632141,5.306957006454468
torch,MNIST_1L,Adam,10,4200,0.9745989441871643,5.56773042678833
torch,MNIST_1L,Adam,10,4400,0.9786096215248108,5.82758355140686
torch,MNIST_1L,Adam,10,4600,0.9727607369422913,6.087605953216553
torch,MNIST_1L,Adam,10,4800,0.9682486653327942,6.348411798477173
torch,MNIST_1L,Adam,10,5000,0.9762380123138428,6.5224387645721436
