framework,task,activation,differentiable,norm,optimizer,loss,run,step,val_acc,wall_time_s,split
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,1,300,0.390625,4.769223690032959,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,1,400,0.3577769994735718,6.470001697540283,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,1,500,0.3158735930919647,7.957160234451294,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,1,600,0.31729403138160706,9.444466352462769,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,1,700,0.34463778138160706,11.023048877716064,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,1,800,0.3217329680919647,12.67705249786377,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,1,900,0.33114346861839294,14.194512605667114,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,1,1000,0.35014206171035767,15.724538803100586,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,1,1100,0.3087713122367859,17.30006241798401,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,1,1200,0.2734375,19.097386598587036,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,1,1300,0.2421875,20.715224742889404,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,1,1400,0.3362926244735718,22.328375339508057,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,1,1500,0.33487215638160706,23.915339708328247,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,1,1600,0.3128551244735718,25.61907696723938,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,1,1700,0.33487215638160706,27.176910161972046,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,1,1800,0.34108665585517883,28.676100254058838,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,1,1900,0.3314985930919647,30.18360924720764,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,1,2000,0.42341452836990356,31.81764578819275,test
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,0,0.09978693723678589,0.13690853118896484,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,100,0.50390625,1.5769929885864258,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,200,0.4685724675655365,3.0501298904418945,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,300,0.38192471861839294,4.577616453170776,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,400,0.34676846861839294,6.334197998046875,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,500,0.3929332494735718,7.869409561157227,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,600,0.40926846861839294,9.464867353439331,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,700,0.4096235930919647,11.029695510864258,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,800,0.38192471861839294,12.736915826797485,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,900,0.35635653138160706,14.229559898376465,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,1000,0.31534090638160706,15.84803295135498,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,1100,0.39754971861839294,17.38379144668579,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,1200,0.3929332494735718,19.071413040161133,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,1300,0.40944603085517883,20.6590416431427,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,1400,0.3959517180919647,22.238710165023804,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,1500,0.3362926244735718,23.69353437423706,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,1600,0.3204900622367859,25.368654251098633,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,1700,0.25461649894714355,26.994537353515625,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,1800,0.2904829680919647,28.51227855682373,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,1900,0.3375355303287506,30.129618644714355,
ptorch,MNIST,GappedStep,False,l2,ProjectionAdam,CrossEntropy,2,2000,0.5102309584617615,31.77272081375122,test
