framework,task,activation,differentiable,norm,optimizer,loss,run,step,val_acc,wall_time_s,split
ptorch,MNIST,GappedStep,False,l2,ProjectionMuon,CrossEntropy,3,300,0.3538707494735718,2.8561160564422607,
ptorch,MNIST,GappedStep,False,l2,ProjectionMuon,CrossEntropy,3,400,0.4454900622367859,3.9599969387054443,
ptorch,MNIST,GappedStep,False,l2,ProjectionMuon,CrossEntropy,3,500,0.5179332494735718,4.89958381652832,
ptorch,MNIST,GappedStep,False,l2,ProjectionMuon,CrossEntropy,3,600,0.5774148106575012,5.847305059432983,
ptorch,MNIST,GappedStep,False,l2,ProjectionMuon,CrossEntropy,3,700,0.6177201867103577,6.765884160995483,
ptorch,MNIST,GappedStep,False,l2,ProjectionMuon,CrossEntropy,3,800,0.6450639367103577,7.866036891937256,
ptorch,MNIST,GappedStep,False,l2,ProjectionMuon,CrossEntropy,3,900,0.6658380627632141,8.786168336868286,
ptorch,MNIST,GappedStep,False,l2,ProjectionMuon,CrossEntropy,3,1000,0.6922940611839294,9.705060958862305,
ptorch,MNIST,GappedStep,False,l2,ProjectionMuon,CrossEntropy,3,1100,0.6921164989471436,10.653099775314331,
ptorch,MNIST,GappedStep,False,l2,ProjectionMuon,CrossEntropy,3,1200,0.7088068127632141,11.729758977890015,
ptorch,MNIST,GappedStep,False,l2,ProjectionMuon,CrossEntropy,3,1300,0.7100497484207153,12.661829948425293,
ptorch,MNIST,GappedStep,False,l2,ProjectionMuon,CrossEntropy,3,1400,0.7274503111839294,13.580593824386597,
ptorch,MNIST,GappedStep,False,l2,ProjectionMuon,CrossEntropy,3,1500,0.7317116856575012,14.504986763000488,
ptorch,MNIST,GappedStep,False,l2,ProjectionMuon,CrossEntropy,3,1600,0.7368608117103577,15.575265884399414,
ptorch,MNIST,GappedStep,False,l2,ProjectionMuon,CrossEntropy,3,1700,0.7420099377632141,16.50346064567566,
ptorch,MNIST,GappedStep,False,l2,ProjectionMuon,CrossEntropy,3,1800,0.7459161877632141,17.42170000076294,
ptorch,MNIST,GappedStep,False,l2,ProjectionMuon,CrossEntropy,3,1900,0.7466264367103577,18.346614837646484,
ptorch,MNIST,GappedStep,False,l2,ProjectionMuon,CrossEntropy,3,2000,0.7522346377372742,19.360188722610474,test
