framework,task,norm,optimizer,loss,run,step,train_acc,val_acc,wall_time_s
torch,CIFAR10,l2,AdamW,CrossEntropy,1,13400,1.0,0.7399839758872986,156.7717263698578
torch,CIFAR10,l2,AdamW,CrossEntropy,1,13500,1.0,0.740084171295166,157.93880081176758
torch,CIFAR10,l2,AdamW,CrossEntropy,1,13600,1.0,0.7403846383094788,159.10525822639465
torch,CIFAR10,l2,AdamW,CrossEntropy,1,13700,1.0,0.7399839758872986,160.27200317382812
torch,CIFAR10,l2,AdamW,CrossEntropy,1,13800,1.0,0.7405849695205688,161.43838834762573
torch,CIFAR10,l2,AdamW,CrossEntropy,1,13900,1.0,0.7406851053237915,162.6039261817932
torch,CIFAR10,l2,AdamW,CrossEntropy,1,14000,1.0,0.7409855723381042,163.770742893219
torch,CIFAR10,l2,AdamW,CrossEntropy,1,14100,1.0,0.7402844429016113,164.93790984153748
torch,CIFAR10,l2,AdamW,CrossEntropy,1,14200,1.0,0.7409855723381042,166.10422039031982
torch,CIFAR10,l2,AdamW,CrossEntropy,1,14300,1.0,0.7413862347602844,167.27082014083862
torch,CIFAR10,l2,AdamW,CrossEntropy,1,14400,1.0,0.741286039352417,168.43744134902954
torch,CIFAR10,l2,AdamW,CrossEntropy,1,14500,1.0,0.7421875,169.60328269004822
torch,CIFAR10,l2,AdamW,CrossEntropy,1,14600,1.0,0.7419871687889099,170.7695450782776
torch,CIFAR10,l2,AdamW,CrossEntropy,1,14700,1.0,0.7418870329856873,171.93666863441467
torch,CIFAR10,l2,AdamW,CrossEntropy,1,14800,1.0,0.7424879670143127,173.1032838821411
torch,CIFAR10,l2,AdamW,CrossEntropy,1,14900,1.0,0.7420873641967773,174.27042245864868
torch,CIFAR10,l2,AdamW,CrossEntropy,1,15000,1.0,0.7423878312110901,175.43619894981384
torch,CIFAR10,l2,AdamW,CrossEntropy,1,15100,1.0,0.7420873641967773,176.60280084609985
torch,CIFAR10,l2,AdamW,CrossEntropy,1,15200,1.0,0.7421875,177.76970052719116
torch,CIFAR10,l2,AdamW,CrossEntropy,1,15300,1.0,0.7424879670143127,178.93674898147583
torch,CIFAR10,l2,AdamW,CrossEntropy,1,15400,1.0,0.7424879670143127,180.10302352905273
torch,CIFAR10,l2,AdamW,CrossEntropy,1,15500,1.0,0.7427884936332703,181.27004718780518
torch,CIFAR10,l2,AdamW,CrossEntropy,1,15600,1.0,0.7420873641967773,182.43712902069092
torch,CIFAR10,l2,AdamW,CrossEntropy,1,15700,1.0,0.7427884936332703,183.60382175445557
torch,CIFAR10,l2,AdamW,CrossEntropy,1,15800,1.0,0.7434895634651184,184.7708740234375
torch,CIFAR10,l2,AdamW,CrossEntropy,1,15900,1.0,0.7426882982254028,185.9378514289856
torch,CIFAR10,l2,AdamW,CrossEntropy,1,16000,1.0,0.7436898946762085,187.10427045822144
torch,CIFAR10,l2,AdamW,CrossEntropy,1,16100,1.0,0.7428886294364929,188.27167177200317
torch,CIFAR10,l2,AdamW,CrossEntropy,1,16200,1.0,0.743088960647583,189.4385850429535
torch,CIFAR10,l2,AdamW,CrossEntropy,1,16300,1.0,0.7434895634651184,190.6056730747223
torch,CIFAR10,l2,AdamW,CrossEntropy,1,16400,1.0,0.7435897588729858,191.77296113967896
torch,CIFAR10,l2,AdamW,CrossEntropy,1,16500,1.0,0.743088960647583,192.9401524066925
torch,CIFAR10,l2,AdamW,CrossEntropy,1,16600,1.0,0.7432892918586731,194.10688471794128
torch,CIFAR10,l2,AdamW,CrossEntropy,1,16700,1.0,0.7433894276618958,195.27436017990112
torch,CIFAR10,l2,AdamW,CrossEntropy,1,16800,1.0,0.7438902258872986,196.44120740890503
torch,CIFAR10,l2,AdamW,CrossEntropy,1,16900,1.0,0.7438902258872986,197.6085925102234
torch,CIFAR10,l2,AdamW,CrossEntropy,1,17000,1.0,0.7433894276618958,198.77579617500305
torch,CIFAR10,l2,AdamW,CrossEntropy,1,17100,1.0,0.7434895634651184,199.9430205821991
torch,CIFAR10,l2,AdamW,CrossEntropy,1,17200,1.0,0.7442908883094788,201.1101644039154
torch,CIFAR10,l2,AdamW,CrossEntropy,1,17300,1.0,0.743088960647583,202.2779142856598
torch,CIFAR10,l2,AdamW,CrossEntropy,1,17400,1.0,0.7441906929016113,203.44614171981812
torch,CIFAR10,l2,AdamW,CrossEntropy,1,17500,1.0,0.7443910241127014,204.61336255073547
torch,CIFAR10,l2,AdamW,CrossEntropy,1,17600,1.0,0.743990421295166,205.7815489768982
torch,CIFAR10,l2,AdamW,CrossEntropy,1,17700,1.0,0.7441906929016113,206.95041489601135
torch,CIFAR10,l2,AdamW,CrossEntropy,1,17800,1.0,0.7436898946762085,208.117821931839
torch,CIFAR10,l2,AdamW,CrossEntropy,1,17900,1.0,0.7442908883094788,209.28471279144287
torch,CIFAR10,l2,AdamW,CrossEntropy,1,18000,1.0,0.7445913553237915,210.45244598388672
torch,CIFAR10,l2,AdamW,CrossEntropy,1,18100,1.0,0.743990421295166,211.6198706626892
torch,CIFAR10,l2,AdamW,CrossEntropy,1,18200,1.0,0.7444912195205688,212.78836250305176
torch,CIFAR10,l2,AdamW,CrossEntropy,1,18300,1.0,0.7446914911270142,213.9568386077881
torch,CIFAR10,l2,AdamW,CrossEntropy,1,18400,1.0,0.7443910241127014,215.12529349327087
torch,CIFAR10,l2,AdamW,CrossEntropy,1,18500,1.0,0.7449920177459717,216.29311656951904
torch,CIFAR10,l2,AdamW,CrossEntropy,1,18600,1.0,0.7454928159713745,217.46269965171814
torch,CIFAR10,l2,AdamW,CrossEntropy,1,18700,1.0,0.7446914911270142,218.63063073158264
torch,CIFAR10,l2,AdamW,CrossEntropy,1,18800,1.0,0.7455929517745972,219.79888319969177
torch,CIFAR10,l2,AdamW,CrossEntropy,1,18900,1.0,0.7457932829856873,220.96785497665405
torch,CIFAR10,l2,AdamW,CrossEntropy,1,19000,1.0,0.7456931471824646,222.13709664344788
torch,CIFAR10,l2,AdamW,CrossEntropy,1,19100,1.0,0.7454928159713745,223.30480003356934
torch,CIFAR10,l2,AdamW,CrossEntropy,1,19200,1.0,0.7461939454078674,224.47339510917664
torch,CIFAR10,l2,AdamW,CrossEntropy,1,19300,1.0,0.7462940812110901,225.64221715927124
torch,CIFAR10,l2,AdamW,CrossEntropy,1,19400,1.0,0.7463942170143127,226.80996918678284
torch,CIFAR10,l2,AdamW,CrossEntropy,1,19500,1.0,0.7466947436332703,227.97832703590393
torch,CIFAR10,l2,AdamW,CrossEntropy,1,19600,1.0,0.7464944124221802,229.14646863937378
torch,CIFAR10,l2,AdamW,CrossEntropy,1,19700,1.0,0.7463942170143127,230.31405115127563
torch,CIFAR10,l2,AdamW,CrossEntropy,1,19800,1.0,0.7470953464508057,231.48190999031067
torch,CIFAR10,l2,AdamW,CrossEntropy,1,19900,1.0,0.7472956776618958,232.65053844451904
torch,CIFAR10,l2,AdamW,CrossEntropy,1,20000,1.0,0.746995210647583,233.8198447227478
torch,CIFAR10,l2,AdamW,CrossEntropy,1,20100,1.0,0.746995210647583,234.98713517189026
torch,CIFAR10,l2,AdamW,CrossEntropy,1,20200,1.0,0.7473958134651184,236.15508270263672
torch,CIFAR10,l2,AdamW,CrossEntropy,1,20300,1.0,0.7484976053237915,237.32346725463867
torch,CIFAR10,l2,AdamW,CrossEntropy,1,20400,1.0,0.7476963400840759,238.49310755729675
torch,CIFAR10,l2,AdamW,CrossEntropy,1,20500,1.0,0.7480969429016113,239.66145300865173
torch,CIFAR10,l2,AdamW,CrossEntropy,1,20600,1.0,0.747896671295166,240.83088421821594
torch,CIFAR10,l2,AdamW,CrossEntropy,1,20700,1.0,0.7477964758872986,241.99922800064087
torch,CIFAR10,l2,AdamW,CrossEntropy,1,20800,1.0,0.7481971383094788,243.16877269744873
torch,CIFAR10,l2,AdamW,CrossEntropy,1,20900,1.0,0.7480969429016113,244.33909845352173
torch,CIFAR10,l2,AdamW,CrossEntropy,1,21000,1.0,0.7480969429016113,245.5081000328064
torch,CIFAR10,l2,AdamW,CrossEntropy,1,21100,1.0,0.7483974695205688,246.67729663848877
torch,CIFAR10,l2,AdamW,CrossEntropy,1,21200,1.0,0.7488982677459717,247.8459780216217
torch,CIFAR10,l2,AdamW,CrossEntropy,1,21300,1.0,0.7485977411270142,249.0173738002777
torch,CIFAR10,l2,AdamW,CrossEntropy,1,21400,1.0,0.7485977411270142,250.18724918365479
torch,CIFAR10,l2,AdamW,CrossEntropy,1,21500,1.0,0.7494992017745972,251.35761785507202
torch,CIFAR10,l2,AdamW,CrossEntropy,1,21600,1.0,0.7489984035491943,252.52791929244995
torch,CIFAR10,l2,AdamW,CrossEntropy,1,21700,1.0,0.7495993971824646,253.69802498817444
torch,CIFAR10,l2,AdamW,CrossEntropy,1,21800,1.0,0.7497996687889099,254.8680682182312
torch,CIFAR10,l2,AdamW,CrossEntropy,1,21900,1.0,0.7496995329856873,256.0392918586731
torch,CIFAR10,l2,AdamW,CrossEntropy,1,22000,1.0,0.7504006624221802,257.20828652381897
torch,CIFAR10,l2,AdamW,CrossEntropy,1,22100,1.0,0.75,258.379004240036
torch,CIFAR10,l2,AdamW,CrossEntropy,1,22200,1.0,0.7498998641967773,259.5492916107178
torch,CIFAR10,l2,AdamW,CrossEntropy,1,22300,1.0,0.7498998641967773,260.719349861145
torch,CIFAR10,l2,AdamW,CrossEntropy,1,22400,1.0,0.7493990659713745,261.88887643814087
torch,CIFAR10,l2,AdamW,CrossEntropy,1,22500,1.0,0.7501001954078674,263.05820965766907
torch,CIFAR10,l2,AdamW,CrossEntropy,1,22600,1.0,0.7494992017745972,264.2276804447174
torch,CIFAR10,l2,AdamW,CrossEntropy,1,22700,1.0,0.7506009936332703,265.39679312705994
torch,CIFAR10,l2,AdamW,CrossEntropy,1,22800,1.0,0.7502003312110901,266.5661447048187
torch,CIFAR10,l2,AdamW,CrossEntropy,1,22900,1.0,0.75,267.7363200187683
torch,CIFAR10,l2,AdamW,CrossEntropy,1,23000,1.0,0.7496995329856873,268.9065866470337
torch,CIFAR10,l2,AdamW,CrossEntropy,1,23100,1.0,0.7505007982254028,270.0758595466614
torch,CIFAR10,l2,AdamW,CrossEntropy,1,23200,1.0,0.750901460647583,271.24599289894104
torch,CIFAR10,l2,AdamW,CrossEntropy,1,23300,1.0,0.7498998641967773,272.4170355796814
torch,CIFAR10,l2,AdamW,CrossEntropy,1,23400,1.0,0.7504006624221802,273.58662581443787
torch,CIFAR10,l2,AdamW,CrossEntropy,1,23500,1.0,0.7502003312110901,274.75509810447693
torch,CIFAR10,l2,AdamW,CrossEntropy,1,23600,1.0,0.7503004670143127,275.9231517314911
torch,CIFAR10,l2,AdamW,CrossEntropy,1,23700,1.0,0.7506009936332703,277.0916922092438
torch,CIFAR10,l2,AdamW,CrossEntropy,1,23800,1.0,0.7498998641967773,278.2595090866089
torch,CIFAR10,l2,AdamW,CrossEntropy,1,23900,1.0,0.7504006624221802,279.4272606372833
torch,CIFAR10,l2,AdamW,CrossEntropy,1,24000,1.0,0.7510015964508057,280.594908952713
torch,CIFAR10,l2,AdamW,CrossEntropy,1,24100,1.0,0.7506009936332703,281.7626965045929
torch,CIFAR10,l2,AdamW,CrossEntropy,1,24200,1.0,0.7505007982254028,282.93017864227295
torch,CIFAR10,l2,AdamW,CrossEntropy,1,24300,1.0,0.7508012652397156,284.0981032848358
torch,CIFAR10,l2,AdamW,CrossEntropy,1,24400,1.0,0.7505007982254028,285.2658472061157
torch,CIFAR10,l2,AdamW,CrossEntropy,1,24500,1.0,0.7507011294364929,286.4337122440338
torch,CIFAR10,l2,AdamW,CrossEntropy,1,24600,1.0,0.7516025900840759,287.601438999176
torch,CIFAR10,l2,AdamW,CrossEntropy,1,24700,1.0,0.7511017918586731,288.76991391181946
torch,CIFAR10,l2,AdamW,CrossEntropy,1,24800,1.0,0.750901460647583,289.9371235370636
torch,CIFAR10,l2,AdamW,CrossEntropy,1,24900,1.0,0.7511017918586731,291.1070477962494
torch,CIFAR10,l2,AdamW,CrossEntropy,1,25000,1.0,0.7510015964508057,292.2747507095337
torch,CIFAR10,l2,AdamW,CrossEntropy,1,25100,1.0,0.7512019276618958,293.44337463378906
torch,CIFAR10,l2,AdamW,CrossEntropy,1,25200,1.0,0.7513020634651184,294.61191511154175
