"Relative Time (Wall)","framework: torch - val/val_acc","framework: torch - val/val_acc__MIN","framework: torch - val/val_acc__MAX","framework: torch - _step","framework: torch - _step__MIN","framework: torch - _step__MAX","framework: torch - _timestamp","framework: torch - _timestamp__MIN","framework: torch - _timestamp__MAX","framework: torch - _runtime","framework: torch - _runtime__MIN","framework: torch - _runtime__MAX","framework: pjax_orrfinal - val/val_acc","framework: pjax_orrfinal - val/val_acc__MIN","framework: pjax_orrfinal - val/val_acc__MAX","framework: pjax_orrfinal - _step","framework: pjax_orrfinal - _step__MIN","framework: pjax_orrfinal - _step__MAX","framework: pjax_orrfinal - _timestamp","framework: pjax_orrfinal - _timestamp__MIN","framework: pjax_orrfinal - _timestamp__MAX","framework: pjax_orrfinal - _runtime","framework: pjax_orrfinal - _runtime__MIN","framework: pjax_orrfinal - _runtime__MAX","framework: ptorch_final_final - val/val_acc","framework: ptorch_final_final - val/val_acc__MIN","framework: ptorch_final_final - val/val_acc__MAX","framework: ptorch_final_final - _step","framework: ptorch_final_final - _step__MIN","framework: ptorch_final_final - _step__MAX","framework: ptorch_final_final - _timestamp","framework: ptorch_final_final - _timestamp__MIN","framework: ptorch_final_final - _timestamp__MAX","framework: ptorch_final_final - _runtime","framework: ptorch_final_final - _runtime__MIN","framework: ptorch_final_final - _runtime__MAX","framework: pjax_orr - val/val_acc","framework: pjax_orr - val/val_acc__MIN","framework: pjax_orr - val/val_acc__MAX","framework: pjax_orr - _step","framework: pjax_orr - _step__MIN","framework: pjax_orr - _step__MAX","framework: pjax_orr - _timestamp","framework: pjax_orr - _timestamp__MIN","framework: pjax_orr - _timestamp__MAX","framework: pjax_orr - _runtime","framework: pjax_orr - _runtime__MIN","framework: pjax_orr - _runtime__MAX"
"","0.3626958239668359","0.09879999607801437","0.4188999831676483","3275","0","8200","1776260598.3655064","1776260579.7820942","1776260617.7515936","5.704905268312501","0.232610863","14.10135908","0.3091040257244341","0.09380000084638596","0.3630000054836273","4295.1612903225805","0","11000","1776255468.7140875","1776255291.9289477","1776255619.5404105","66.7469080802903","35.086963988","116.525788486","0.4191271638146777","0.09549999982118607","0.4717999994754791","4660.869565217391","0","11600","1776252808.6206465","1776252584.118612","1776253004.97924","20.456738775858696","0.440506025","50.709288174","0.30445699229836465","0.09380000084638596","0.36389997601509094","3628","0","9400","1776179452.6179428","1776178238.203426","1776180361.403737","31.18372689883666","0.778453871","80.307698045"
