Precision,bits,p,Step,Error,TrainAcc,ValAcc,StepTime,WallTime
int16 p=16,16,16,32,0.11557233333587646,0.5,0.39453125,0.003843627986498177,0.21413306379690766
int16 p=16,16,16,33,0.11570800840854645,0.515625,0.36328125,0.003850277978926897,0.21798334177583456
int16 p=16,16,16,34,0.12324948608875275,0.484375,0.400390625,0.0038720809970982373,0.2218554227729328
int16 p=16,16,16,35,0.11269109696149826,0.515625,0.3203125,0.0038460720097646117,0.2257014947826974
int16 p=16,16,16,36,0.12163665145635605,0.421875,0.3359375,0.0038431070279330015,0.2295446018106304
int16 p=16,16,16,37,0.1264811009168625,0.390625,0.31640625,0.0038531729951500893,0.2333977748057805
int16 p=16,16,16,38,0.12312238663434982,0.4375,0.361328125,0.003845071012619883,0.23724284581840038
int16 p=16,16,16,39,0.12144296616315842,0.53125,0.34375,0.0038554860511794686,0.24109833186957985
int16 p=16,16,16,40,0.12486553192138672,0.40625,0.322265625,0.0038579689571633935,0.24495630082674325
int16 p=16,16,16,41,0.12101053446531296,0.484375,0.345703125,0.0038706889608874917,0.24882698978763074
int16 p=16,16,16,42,0.1221354529261589,0.53125,0.361328125,0.003842196019832045,0.2526691858074628
int16 p=16,16,16,43,0.11838183552026749,0.5,0.322265625,0.0038789219688624144,0.2565481077763252
int16 p=16,16,16,44,0.12294354289770126,0.421875,0.3203125,0.003865560982376337,0.26041366875870153
int16 p=16,16,16,45,0.12139546871185303,0.3125,0.35546875,0.003903369011823088,0.2643170377705246
int16 p=16,16,16,46,0.11413823813199997,0.53125,0.37109375,0.003868276020511985,0.2681853137910366
int16 p=16,16,16,47,0.11827480792999268,0.484375,0.3515625,0.0038678449927829206,0.2720531587838195
int16 p=16,16,16,48,0.11222144216299057,0.53125,0.35546875,0.0038561869878321886,0.2759093457716517
int16 p=16,16,16,49,0.11253952234983444,0.484375,0.376953125,0.0038781900075264275,0.27978753577917814
int16 p=16,16,16,50,0.11661233752965927,0.484375,0.3203125,0.003883928991854191,0.28367146477103233
int16 p=16,16,16,51,0.11019881069660187,0.5,0.3359375,0.003889247018378228,0.28756071178941056
int16 p=16,16,16,52,0.11138284206390381,0.515625,0.328125,0.003861134988255799,0.29142184677766636
int16 p=16,16,16,53,0.11192455142736435,0.515625,0.2890625,0.0038828779943287373,0.2953047247719951
int16 p=16,16,16,54,0.12220671027898788,0.359375,0.259765625,0.0038739939918741584,0.29917871876386926
int16 p=16,16,16,55,0.11530637741088867,0.4375,0.3203125,0.003871991008054465,0.3030507097719237
int16 p=16,16,16,56,0.11516263335943222,0.40625,0.296875,0.003861625969875604,0.3069123357417993
int16 p=16,16,16,57,0.11504962295293808,0.453125,0.302734375,0.003862596000544727,0.31077493174234405
int16 p=16,16,16,58,0.12011843919754028,0.4375,0.326171875,0.0038873140001669526,0.314662245742511
int16 p=16,16,16,59,0.12120727449655533,0.3125,0.328125,0.0038609349867329,0.3185231807292439
int16 p=16,16,16,60,0.11455001682043076,0.453125,0.31640625,0.003843066981062293,0.3223662477103062
int16 p=16,16,16,61,0.11820011585950851,0.4375,0.314453125,0.003931762010324746,0.32629800972063094
int16 p=16,16,16,62,0.11702854931354523,0.46875,0.357421875,0.003922817995771766,0.3302208277164027
int16 p=16,16,16,63,0.11564328521490097,0.390625,0.373046875,0.0038549559540115297,0.33407578367041424
int16 p=16,16,16,64,0.11632972955703735,0.46875,0.365234375,0.0038790020043961704,0.3379547856748104
int16 p=16,16,16,65,0.11930036544799805,0.5,0.333984375,0.003883088007569313,0.3418378736823797
int16 p=16,16,16,66,0.12090563774108887,0.4375,0.328125,0.0038632379728369415,0.34570111165521666
int16 p=16,16,16,67,0.1134151965379715,0.421875,0.3203125,0.003885009966325015,0.3495861216215417
int16 p=16,16,16,68,0.11671891063451767,0.5,0.298828125,0.0038802939816378057,0.3534664156031795
int16 p=16,16,16,69,0.12230046838521957,0.328125,0.314453125,0.004059503960888833,0.3575259195640683
int16 p=16,16,16,70,0.12005966156721115,0.4375,0.28125,0.003850838984362781,0.3613767585484311
int16 p=16,16,16,71,0.11608736962080002,0.328125,0.26171875,0.003901756019331515,0.3652785145677626
int16 p=16,16,16,72,0.11577945202589035,0.453125,0.28515625,0.003846723004244268,0.3691252375720069
int16 p=16,16,16,73,0.11381009966135025,0.40625,0.267578125,0.0038615959929302335,0.3729868335649371
int16 p=16,16,16,74,0.10227646678686142,0.5625,0.330078125,0.003865511971525848,0.37685234553646296
int16 p=16,16,16,75,0.11385797709226608,0.421875,0.283203125,0.0038533229962922633,0.3807056685327552
int16 p=16,16,16,76,0.1118767037987709,0.421875,0.23828125,0.003856568015180528,0.38456223654793575
int16 p=16,16,16,77,0.12085246294736862,0.359375,0.2734375,0.0038684160099364817,0.38843065255787224
int16 p=16,16,16,78,0.11476605385541916,0.375,0.283203125,0.0038389809778891504,0.3922696335357614
int16 p=16,16,16,79,0.11524330824613571,0.421875,0.29296875,0.0038430470158345997,0.396112680551596
int16 p=16,16,16,80,0.11386261135339737,0.421875,0.267578125,0.0038345250068232417,0.3999472055584192
int16 p=16,16,16,81,0.11712365597486496,0.390625,0.2890625,0.0038353059790097177,0.40378251153742895
int16 p=16,16,16,82,0.11487483978271484,0.46875,0.302734375,0.003858241019770503,0.40764075255719945
int16 p=16,16,16,83,0.11374745517969131,0.390625,0.314453125,0.0038838989567011595,0.4115246515139006
int16 p=16,16,16,84,0.1126808151602745,0.46875,0.318359375,0.0038304580375552177,0.4153551095514558
int16 p=16,16,16,85,0.10203295946121216,0.484375,0.330078125,0.0038450310239568353,0.41920014057541266
int16 p=16,16,16,86,0.11570596694946289,0.46875,0.33984375,0.0038447700208052993,0.42304491059621796
int16 p=16,16,16,87,0.11406135559082031,0.484375,0.3203125,0.003851239976938814,0.4268961505731568
int16 p=16,16,16,88,0.11476317793130875,0.421875,0.322265625,0.003837678988929838,0.4307338295620866
int16 p=16,16,16,89,0.11855509132146835,0.375,0.30859375,0.0038382599595934153,0.43457208952168
int16 p=16,16,16,90,0.12127180397510529,0.359375,0.306640625,0.0038734429981559515,0.438445532519836
int16 p=16,16,16,91,0.11393953859806061,0.46875,0.3046875,0.003852972004096955,0.44229850452393293
int16 p=16,16,16,92,0.1211356669664383,0.390625,0.291015625,0.00384152599144727,0.4461400305153802
int16 p=16,16,16,93,0.11965453624725342,0.375,0.30859375,0.0038474350003525615,0.44998746551573277
int16 p=16,16,16,94,0.10772695392370224,0.4375,0.306640625,0.0038746949867345393,0.4538621605024673
int16 p=16,16,16,95,0.12244296073913574,0.328125,0.251953125,0.0038481249939650297,0.45771028549643233
int16 p=16,16,16,96,0.12010426819324493,0.3125,0.224609375,0.0038357260054908693,0.4615460115019232
int16 p=16,16,16,97,0.11441908031702042,0.453125,0.28125,0.0038617050158791244,0.46540771651780233
int16 p=16,16,16,98,0.11935412883758545,0.40625,0.30078125,0.0038874640013091266,0.46929518051911145
int16 p=16,16,16,99,0.11487024277448654,0.453125,0.341796875,0.0038838189793750644,0.4731789994984865
int16 p=16,16,16,100,0.10760386288166046,0.515625,0.361328125,0.0038431169814430177,0.47702211647992954
int16 p=16,16,16,101,0.11496724933385849,0.40625,0.369140625,0.0038623560103587806,0.4808844724902883
int16 p=16,16,16,102,0.10883203893899918,0.484375,0.3359375,0.003861785982735455,0.48474625847302377
int16 p=16,16,16,103,0.11530687659978867,0.40625,0.330078125,0.003934264997951686,0.48868052347097546
int16 p=16,16,16,104,0.11464764177799225,0.4375,0.318359375,0.003938712005037814,0.4926192354760133
int16 p=16,16,16,105,0.11015775054693222,0.46875,0.337890625,0.003922907984815538,0.4965421434608288
int16 p=16,16,16,106,0.1207050085067749,0.34375,0.330078125,0.003942007024306804,0.5004841504851356
int16 p=16,16,16,107,0.11293145269155502,0.359375,0.30859375,0.00392113602720201,0.5044052865123376
int16 p=16,16,16,108,0.11559613049030304,0.40625,0.298828125,0.003924009972251952,0.5083292964845896
int16 p=16,16,16,109,0.111115001142025,0.484375,0.291015625,0.00395458604907617,0.5122838825336657
int16 p=16,16,16,110,0.1115112230181694,0.515625,0.31640625,0.003925552009604871,0.5162094345432706
int16 p=16,16,16,111,0.12341690063476562,0.390625,0.3359375,0.003943680028896779,0.5201531145721674
int16 p=16,16,16,112,0.10777371376752853,0.453125,0.310546875,0.003921065013855696,0.5240741795860231
int16 p=16,16,16,113,0.10856658220291138,0.5,0.27734375,0.003919552022125572,0.5279937316081487
int16 p=16,16,16,114,0.11786337196826935,0.375,0.291015625,0.003907974984031171,0.5319017065921798
int16 p=16,16,16,115,0.11088605970144272,0.40625,0.2890625,0.003945892967749387,0.5358475995599292
int16 p=16,16,16,116,0.11364402621984482,0.453125,0.3359375,0.00391448603477329,0.5397620855947025
int16 p=16,16,16,117,0.1044914498925209,0.515625,0.3515625,0.003950339974835515,0.543712425569538
int16 p=16,16,16,118,0.10758268088102341,0.40625,0.3125,0.0039417470106855035,0.5476541725802235
int16 p=16,16,16,119,0.11138992756605148,0.453125,0.2890625,0.0039375300402753055,0.5515917026204988
float32 (continuous),-1,-1,0,0.06871822055603723,0.703125,0.4140625,0.19733733602333814,0.19733733602333814
float32 (continuous),-1,-1,1,0.060278427316528244,0.78125,0.498046875,0.004665279993787408,0.20200261601712555
float32 (continuous),-1,-1,2,0.057993257480158315,0.828125,0.591796875,0.004489645012654364,0.2064922610297799
float32 (continuous),-1,-1,3,0.05632943753798352,0.75,0.59375,0.004505919001530856,0.21099818003131077
float32 (continuous),-1,-1,4,0.047290213951815256,0.828125,0.58984375,0.0044991690083406866,0.21549734903965145
float32 (continuous),-1,-1,5,0.047068969902187514,0.796875,0.62890625,0.004516283981502056,0.2200136330211535
float32 (continuous),-1,-1,6,0.043747108903177456,0.828125,0.65625,0.0044721480226144195,0.22448578104376793
float32 (continuous),-1,-1,7,0.04274123287832343,0.828125,0.67578125,0.004514542000833899,0.22900032304460183
float32 (continuous),-1,-1,8,0.0407097197736297,0.8125,0.67578125,0.004517946974374354,0.23351827001897618
float32 (continuous),-1,-1,9,0.04086493826074114,0.828125,0.681640625,0.004514781991019845,0.23803305200999603
float32 (continuous),-1,-1,10,0.0375963332848156,0.828125,0.662109375,0.004525989992544055,0.24255904200254008
float32 (continuous),-1,-1,11,0.03193417943364018,0.890625,0.697265625,0.0044966949499212205,0.2470557369524613
float32 (continuous),-1,-1,12,0.04015489526196542,0.921875,0.736328125,0.004502463038079441,0.25155819999054074
float32 (continuous),-1,-1,13,0.03515867017087197,0.90625,0.7421875,0.004518357978668064,0.2560765579692088
float32 (continuous),-1,-1,14,0.031080350455043773,0.890625,0.71875,0.0047267929767258465,0.26080335094593465
float32 (continuous),-1,-1,15,0.0384050664814502,0.84375,0.75390625,0.004485899000428617,0.26528924994636327
float32 (continuous),-1,-1,16,0.03349208201921953,0.859375,0.75,0.004465748032089323,0.2697549979784526
float32 (continuous),-1,-1,17,0.030686321897003044,0.84375,0.75,0.0044837259920313954,0.274238723970484
float32 (continuous),-1,-1,18,0.030950635071403013,0.90625,0.765625,0.004482283955439925,0.2787210079259239
float32 (continuous),-1,-1,19,0.031812657904626195,0.859375,0.74609375,0.0044794700224883854,0.2832004779484123
float32 (continuous),-1,-1,20,0.03172410365256758,0.859375,0.767578125,0.004452147986739874,0.2876526259351522
float32 (continuous),-1,-1,21,0.03652879414330014,0.8125,0.771484375,0.004468071972951293,0.29212069790810347
float32 (continuous),-1,-1,22,0.0367187543650768,0.84375,0.787109375,0.004466940998099744,0.2965876389062032
float32 (continuous),-1,-1,23,0.030481363419360474,0.90625,0.783203125,0.004473460023291409,0.3010610989294946
float32 (continuous),-1,-1,24,0.030100242797320577,0.84375,0.794921875,0.004464747034944594,0.3055258459644392
float32 (continuous),-1,-1,25,0.03808184487111854,0.765625,0.783203125,0.004521722963545471,0.3100475689279847
float32 (continuous),-1,-1,26,0.03053196455949422,0.890625,0.81640625,0.004489584011025727,0.3145371529390104
float32 (continuous),-1,-1,27,0.03116705832345028,0.859375,0.798828125,0.004500030016060919,0.31903718295507133
float32 (continuous),-1,-1,28,0.03280439087313956,0.890625,0.8046875,0.004492940031923354,0.3235301229869947
float32 (continuous),-1,-1,29,0.029296633043363243,0.90625,0.8046875,0.004472828994039446,0.32800295198103413
float32 (continuous),-1,-1,30,0.03363557005607145,0.875,0.818359375,0.004490616032853723,0.33249356801388785
float32 (continuous),-1,-1,31,0.027512380119459903,0.890625,0.798828125,0.004464586032554507,0.33695815404644236
float32 (continuous),-1,-1,32,0.026750991038954192,0.890625,0.818359375,0.004489534010645002,0.34144768805708736
float32 (continuous),-1,-1,33,0.026713955199331896,0.890625,0.82421875,0.004506189958192408,0.34595387801527977
float32 (continuous),-1,-1,34,0.028614618663659205,0.890625,0.828125,0.004479799012187868,0.35043367702746764
float32 (continuous),-1,-1,35,0.0281689188799817,0.90625,0.83203125,0.00447885796893388,0.3549125349964015
float32 (continuous),-1,-1,36,0.030567394882784073,0.890625,0.830078125,0.004473460023291409,0.3593859950196929
float32 (continuous),-1,-1,37,0.02398737377942879,0.875,0.828125,0.0044851480051875114,0.36387114302488044
float32 (continuous),-1,-1,38,0.024297384972866633,0.921875,0.8359375,0.004466158978175372,0.3683373020030558
float32 (continuous),-1,-1,39,0.03132256593877088,0.875,0.828125,0.004476414003875107,0.3728137160069309
float32 (continuous),-1,-1,40,0.030630169788660414,0.84375,0.84375,0.004470756044611335,0.37728447205154225
float32 (continuous),-1,-1,41,0.02255928071696084,0.9375,0.83203125,0.004473500011954457,0.3817579720634967
float32 (continuous),-1,-1,42,0.02028332739926729,0.890625,0.8515625,0.004475302994251251,0.38623327505774796
float32 (continuous),-1,-1,43,0.018499154724551936,0.96875,0.849609375,0.0045009920140728354,0.3907342670718208
float32 (continuous),-1,-1,44,0.024446943387003955,0.90625,0.84765625,0.004483925993554294,0.3952181930653751
float32 (continuous),-1,-1,45,0.02432559739487271,0.921875,0.84375,0.0044867899850942194,0.3997049830504693
float32 (continuous),-1,-1,46,0.017970159875178766,0.96875,0.841796875,0.004476604983210564,0.4041815880336799
float32 (continuous),-1,-1,47,0.02328196685668986,0.9375,0.849609375,0.0044724479666911066,0.408654036000371
float32 (continuous),-1,-1,48,0.022377343382132677,0.921875,0.84765625,0.004477345966733992,0.41313138196710497
float32 (continuous),-1,-1,49,0.029988547297351332,0.890625,0.841796875,0.004487080033868551,0.4176184620009735
float32 (continuous),-1,-1,50,0.023057453938173524,0.890625,0.8359375,0.00448058097390458,0.4220990429748781
float32 (continuous),-1,-1,51,0.026882178930996828,0.859375,0.84375,0.0044755840208381414,0.42657462699571624
float32 (continuous),-1,-1,52,0.02406182265127423,0.875,0.849609375,0.004493239976000041,0.4310678669717163
float32 (continuous),-1,-1,53,0.023363909770159053,0.859375,0.853515625,0.004461661970708519,0.4355295289424248
float32 (continuous),-1,-1,54,0.02091436466176863,0.875,0.857421875,0.00447001401335001,0.4399995429557748
float32 (continuous),-1,-1,55,0.025869372491977495,0.84375,0.87109375,0.0044838060275651515,0.44448334898333997
float32 (continuous),-1,-1,56,0.022056186811631604,0.921875,0.849609375,0.00447021599393338,0.44895356497727334
float32 (continuous),-1,-1,57,0.015350790502040688,0.96875,0.849609375,0.004471577005460858,0.4534251419827342
float32 (continuous),-1,-1,58,0.019556438697525602,0.9375,0.859375,0.004481822019442916,0.4579069640021771
float32 (continuous),-1,-1,59,0.018771698889007482,0.90625,0.841796875,0.0044712169910781085,0.46237818099325523
float32 (continuous),-1,-1,60,0.027314303906713168,0.84375,0.84375,0.004474251007195562,0.4668524320004508
float32 (continuous),-1,-1,61,0.02169900748127207,0.9375,0.861328125,0.0044833149877376854,0.4713357469881885
float32 (continuous),-1,-1,62,0.016354839168974258,0.953125,0.86328125,0.004470897023566067,0.47580664401175454
float32 (continuous),-1,-1,63,0.029991712968051976,0.84375,0.861328125,0.004473250010050833,0.4802798940218054
float32 (continuous),-1,-1,64,0.030146201637662812,0.8125,0.86328125,0.0044728490174748,0.4847527430392802
float32 (continuous),-1,-1,65,0.01988172365754524,0.921875,0.859375,0.004460280004423112,0.4892130230437033
float32 (continuous),-1,-1,66,0.022053426747177533,0.90625,0.85546875,0.004500370007008314,0.4937133930507116
float32 (continuous),-1,-1,67,0.016372998032040908,0.96875,0.861328125,0.0044833149877376854,0.4981967080384493
float32 (continuous),-1,-1,68,0.027540312157245235,0.84375,0.8671875,0.0044642259599640965,0.5026609339984134
float32 (continuous),-1,-1,69,0.01937155296525155,0.90625,0.859375,0.004478107031900436,0.5071390410303138
float32 (continuous),-1,-1,70,0.022710482058063412,0.890625,0.849609375,0.0044524879776872694,0.5115915290080011
float32 (continuous),-1,-1,71,0.03357367170781563,0.828125,0.861328125,0.0044523890246637166,0.5160439180326648
float32 (continuous),-1,-1,72,0.021565044967147524,0.890625,0.859375,0.004475163004826754,0.5205190810374916
float32 (continuous),-1,-1,73,0.023986291967719033,0.890625,0.859375,0.00445993896573782,0.5249790200032294
float32 (continuous),-1,-1,74,0.014957962874840542,0.96875,0.853515625,0.004458587965928018,0.5294376079691574
float32 (continuous),-1,-1,75,0.02872778181189728,0.875,0.8515625,0.004463945981115103,0.5339015539502725
float32 (continuous),-1,-1,76,0.012789108126442492,0.96875,0.85546875,0.0044502150267362595,0.5383517689770088
float32 (continuous),-1,-1,77,0.02295094692899864,0.9375,0.861328125,0.004462914017494768,0.5428146829945035
float32 (continuous),-1,-1,78,0.01927995419697579,0.890625,0.865234375,0.00445540202781558,0.5472700850223191
float32 (continuous),-1,-1,79,0.018952092527447034,0.9375,0.857421875,0.004471877007745206,0.5517419620300643
float32 (continuous),-1,-1,80,0.015279870081773237,0.9375,0.859375,0.0044566449942067266,0.556198607024271
float32 (continuous),-1,-1,81,0.025145096939221193,0.875,0.869140625,0.004449984000530094,0.5606485910248011
float32 (continuous),-1,-1,82,0.021000581207990438,0.921875,0.875,0.004466598969884217,0.5651151899946854
float32 (continuous),-1,-1,83,0.019916056022574048,0.9375,0.859375,0.004453330009710044,0.5695685200043954
float32 (continuous),-1,-1,84,0.015473323893488123,0.90625,0.857421875,0.004449372994713485,0.5740178929991089
float32 (continuous),-1,-1,85,0.020550174231049628,0.90625,0.857421875,0.004488383012358099,0.578506276011467
float32 (continuous),-1,-1,86,0.026772542624512313,0.84375,0.873046875,0.004445637983735651,0.5829519139952026
float32 (continuous),-1,-1,87,0.019089709114637875,0.90625,0.865234375,0.004464616999030113,0.5874165309942327
float32 (continuous),-1,-1,88,0.021629590921994395,0.890625,0.875,0.004461322037968785,0.5918778530322015
float32 (continuous),-1,-1,89,0.02234698031226,0.90625,0.875,0.004449494008440524,0.596327347040642
float32 (continuous),-1,-1,90,0.0160950067363422,0.953125,0.869140625,0.004465237958356738,0.6007925849989988
float32 (continuous),-1,-1,91,0.020104770898119614,0.875,0.8671875,0.0044644459849223495,0.6052570309839211
float32 (continuous),-1,-1,92,0.022748929300274123,0.890625,0.859375,0.00446457602083683,0.609721607004758
float32 (continuous),-1,-1,93,0.022281766216636686,0.9375,0.869140625,0.004482724005356431,0.6142043310101144
float32 (continuous),-1,-1,94,0.018618705305939853,0.921875,0.8671875,0.004466559970751405,0.6186708909808658
float32 (continuous),-1,-1,95,0.016809812115615934,0.953125,0.865234375,0.00444398500258103,0.6231148759834468
float32 (continuous),-1,-1,96,0.02063425499415319,0.890625,0.865234375,0.0044667599722743034,0.6275816359557211
float32 (continuous),-1,-1,97,0.017044453168279218,0.890625,0.87109375,0.0044742010068148375,0.632055836962536
float32 (continuous),-1,-1,98,0.019640296766622864,0.875,0.876953125,0.0044660590356215835,0.6365218959981576
float32 (continuous),-1,-1,99,0.018384570037910285,0.9375,0.875,0.0045124689931981266,0.6410343649913557
float32 (continuous),-1,-1,100,0.01236244432992472,0.953125,0.87890625,0.0044512960012070835,0.6454856609925628
float32 (continuous),-1,-1,101,0.021760894919145554,0.890625,0.88671875,0.0044526890269480646,0.6499383500195108
float32 (continuous),-1,-1,102,0.026987958279558674,0.921875,0.890625,0.004477695969399065,0.6544160459889099
float32 (continuous),-1,-1,103,0.015188848218971035,0.9375,0.884765625,0.004482002987060696,0.6588980489759706
float32 (continuous),-1,-1,104,0.01592949825313978,0.953125,0.890625,0.004454381007235497,0.6633524299832061
float32 (continuous),-1,-1,105,0.02019532699493444,0.875,0.8828125,0.004457685980014503,0.6678101159632206
float32 (continuous),-1,-1,106,0.015365725293939859,0.953125,0.890625,0.004454331006854773,0.6722644469700754
float32 (continuous),-1,-1,107,0.018287710234580985,0.921875,0.892578125,0.0044870609999634326,0.6767515079700388
float32 (continuous),-1,-1,108,0.02402944052627047,0.890625,0.87890625,0.004461191012524068,0.6812126989825629
float32 (continuous),-1,-1,109,0.017511011426607298,0.875,0.88671875,0.004456955008208752,0.6856696539907716
float32 (continuous),-1,-1,110,0.0171510803374953,0.90625,0.890625,0.00445692497305572,0.6901265789638273
float32 (continuous),-1,-1,111,0.02036914211747233,0.90625,0.888671875,0.0044698339770548046,0.6945964129408821
float32 (continuous),-1,-1,112,0.02176271805366294,0.90625,0.88671875,0.004465026955585927,0.6990614398964681
float32 (continuous),-1,-1,113,0.015678503842903684,0.921875,0.888671875,0.0044618729734793305,0.7035233128699474
float32 (continuous),-1,-1,114,0.026613025648945483,0.875,0.88671875,0.004450895998161286,0.7079742088681087
float32 (continuous),-1,-1,115,0.01956166343476654,0.9375,0.890625,0.004456194001249969,0.7124304028693587
float32 (continuous),-1,-1,116,0.025853738893296285,0.8125,0.8828125,0.004456984985154122,0.7168873878545128
float32 (continuous),-1,-1,117,0.02130191214304271,0.890625,0.8828125,0.004443455021828413,0.7213308428763412
float32 (continuous),-1,-1,118,0.023180121506584758,0.875,0.89453125,0.004463485034648329,0.7257943279109895
float32 (continuous),-1,-1,119,0.017123861685058715,0.921875,0.884765625,0.0044855979504063725,0.7302799258613959
