"Step","framework: torch - val/val_acc","framework: torch - val/val_acc__MIN","framework: torch - val/val_acc__MAX","framework: pjax_orrfinal - val/val_acc","framework: pjax_orrfinal - val/val_acc__MIN","framework: pjax_orrfinal - val/val_acc__MAX","framework: ptorch_final_final - val/val_acc","framework: ptorch_final_final - val/val_acc__MIN","framework: ptorch_final_final - val/val_acc__MAX","framework: pjax_orr - val/val_acc","framework: pjax_orr - val/val_acc__MIN","framework: pjax_orr - val/val_acc__MAX"
"7200","0.38979998230934143","0.38979998230934143","0.38979998230934143","0.32760000228881836","0.32760000228881836","0.32760000228881836","0.4471999824047089","0.4115999937057495","0.4667999744415283","0.33229997754096985","0.33229997754096985","0.33229997754096985"
"7400","0.4107999801635742","0.4107999801635742","0.4107999801635742","0.3522000014781952","0.3522000014781952","0.3522000014781952","0.44789999127388","0.4242999851703644","0.46609997749328613","0.36389997601509094","0.36389997601509094","0.36389997601509094"
"7600","0.4043000042438507","0.4043000042438507","0.4043000042438507","0.33640000224113464","0.33640000224113464","0.33640000224113464","0.45294998586177826","0.42719998955726624","0.46719998121261597","0.3456999957561493","0.3456999957561493","0.3456999957561493"
"7800","0.4056999981403351","0.4056999981403351","0.4056999981403351","0.2920999825000763","0.2920999825000763","0.2920999825000763","0.4518749937415123","0.4171999990940094","0.47119998931884766","0.3197000026702881","0.3197000026702881","0.3197000026702881"
"8000","0.4139999747276306","0.4139999747276306","0.4139999747276306","0.307699978351593","0.307699978351593","0.307699978351593","0.45239999145269394","0.42879998683929443","0.46219998598098755","0.3073999881744385","0.3073999881744385","0.3073999881744385"
"8200","0.3991999924182892","0.3991999924182892","0.3991999924182892","0.33570000529289246","0.33570000529289246","0.33570000529289246","0.4489249885082245","0.41259998083114624","0.4690999984741211","0.32029998302459717","0.32029998302459717","0.32029998302459717"
"8400","","","","0.3334999978542328","0.3334999978542328","0.3334999978542328","0.4553999826312065","0.4276999831199646","0.46859997510910034","0.34059998393058777","0.34059998393058777","0.34059998393058777"
"8600","","","","0.3360999822616577","0.3360999822616577","0.3360999822616577","0.4628666639328003","0.4611999988555908","0.46459999680519104","0.33799999952316284","0.33799999952316284","0.33799999952316284"
"8800","","","","0.3312000036239624","0.3312000036239624","0.3312000036239624","0.46203333139419556","0.4521999955177307","0.4717999994754791","0.3244999945163727","0.3244999945163727","0.3244999945163727"
"9000","","","","0.3630000054836273","0.3630000054836273","0.3630000054836273","0.46266666054725647","0.4610999822616577","0.4657000005245209","0.3637000024318695","0.3637000024318695","0.3637000024318695"
"9200","","","","0.33660000562667847","0.33660000562667847","0.33660000562667847","0.46104998886585236","0.4603999853134155","0.4616999924182892","0.3319000005722046","0.3319000005722046","0.3319000005722046"
"9400","","","","0.33730000257492065","0.33730000257492065","0.33730000257492065","0.45784997940063477","0.45389997959136963","0.4617999792098999","0.3473999798297882","0.3473999798297882","0.3473999798297882"
"9600","","","","0.3432999849319458","0.3432999849319458","0.3432999849319458","0.4627999812364578","0.4567999839782715","0.46879997849464417","","",""
"9800","","","","0.34709998965263367","0.34709998965263367","0.34709998965263367","0.4602999836206436","0.45719999074935913","0.4633999764919281","","",""
"10000","","","","0.34119999408721924","0.34119999408721924","0.34119999408721924","0.46049998700618744","0.45989999175071716","0.4610999822616577","","",""
"10200","","","","0.35679998993873596","0.35679998993873596","0.35679998993873596","0.45879998803138733","0.4526999890804291","0.4648999869823456","","",""
"10400","","","","0.3222000002861023","0.3222000002861023","0.3222000002861023","0.46424998342990875","0.46219998598098755","0.46629998087882996","","",""
"10600","","","","0.34599998593330383","0.34599998593330383","0.34599998593330383","0.463249996304512","0.46299999952316284","0.4634999930858612","","",""
"10800","","","","0.35819998383522034","0.35819998383522034","0.35819998383522034","0.4626999944448471","0.46239998936653137","0.46299999952316284","","",""
"11000","","","","0.3504999876022339","0.3504999876022339","0.3504999876022339","0.44529998302459717","0.44529998302459717","0.44529998302459717","","",""
"11200","","","","","","","0.4578999876976013","0.4578999876976013","0.4578999876976013","","",""
"11400","","","","","","","0.45739999413490295","0.45739999413490295","0.45739999413490295","","",""
"11600","","","","","","","0.46209999918937683","0.46209999918937683","0.46209999918937683","","",""
